,precision,recall,f1-score,support
Amazon Echo,0.3578267785734196,0.6745280820321603,0.46736576863679363,4291.0
Awair air quality monitor,0.33704105927070716,0.02833333333333334,0.04736357088438205,1080.0
Belkin Wemo switch,0.16132892746683214,0.5161654135338345,0.24360711284646452,2660.0
Belkin wemo motion sensor,0.7735954511759398,0.74854,0.7568685416092207,10000.0
Dropcam,0.9948529411764706,0.5993907083015995,0.6570466290215853,1313.0
HP Printer,0.6469023043040456,0.34819850441876277,0.4258456778567341,1471.0
Light Bulbs LiFX Smart Bulb,0.25466949690290785,0.6175799086757991,0.3578511030413736,1752.0
MacBook,0.03938182082803791,0.10066225165562911,0.052554740382482465,906.0
NEST Protect smoke alarm,0.060551835603786665,0.09411764705882353,0.037743605654559906,17.0
Netatmo Welcome,0.8143768568088248,0.616310461192351,0.698602824853121,1778.0
Netatmo weather station,0.537631020735337,0.3796033994334278,0.3595629114580486,353.0
PIX-STAR Photo-frame,0.72769404835288,0.29620758483033927,0.3966146551020894,1002.0
Phillip Hue Lightbulb,0.31945839692253114,0.5449901768172888,0.4014077713083676,6617.0
Samsung Galaxy Tab,0.43070179213336557,0.8215714285714284,0.5638643000906643,5600.0
Samsung SmartCam,0.5138827172105247,0.1346538963865912,0.21155330440344117,4594.0
Smart Things,0.0,0.0,0.0,2382.0
TP-Link Day Night Cloud camera,0.0,0.0,0.0,832.0
TP-Link Smart plug,0.0,0.0,0.0,882.0
TPLink Router Bridge LAN,0.0,0.0,0.0,10000.0
Triby Speaker,0.0,0.0,0.0,1184.0
iHome,0.0,0.0,0.0,1397.0
accuracy,0.4094026051804162,0.4094026051804162,0.4094026051804162,0.4094026051804162
macro avg,0.3318997832126481,0.31051679982101754,0.27037392938806326,60111.0
weighted avg,0.3669663234676021,0.4094026051804162,0.3491825570879471,60111.0
