,precision,recall,f1-score,support
Amazon Echo,0.4075190355329949,0.598694942903752,0.4849457291175083,4291.0
Awair air quality monitor,0.5891472868217055,0.07037037037037037,0.12572373862696443,1080.0
Belkin Wemo switch,0.23333333333333334,0.5447368421052632,0.3267192784667418,2660.0
Belkin wemo motion sensor,0.6180206086748142,0.7737,0.6871530707402638,10000.0
Dropcam,1.0,0.9885757806549885,0.9942550746840291,1313.0
HP Printer,1.0,0.583956492182189,0.7373390557939914,1471.0
Light Bulbs LiFX Smart Bulb,0.5041322314049587,0.5570776255707762,0.5292841648590022,1752.0
MacBook,0.010101010101010102,0.004415011037527594,0.006144393241167435,906.0
NEST Protect smoke alarm,0.0,0.0,0.0,17.0
Netatmo Welcome,0.34843205574912894,0.3937007874015748,0.36968576709796674,1778.0
Netatmo weather station,0.2956521739130435,0.38526912181303113,0.33456334563345635,353.0
PIX-STAR Photo-frame,1.0,0.005988023952095809,0.011904761904761904,1002.0
Phillip Hue Lightbulb,0.021371079655842354,0.011636693365573523,0.015068493150684932,6617.0
Samsung Galaxy Tab,0.5509138381201044,0.30142857142857143,0.3896583564173592,5600.0
Samsung SmartCam,0.37905023144179667,0.48127993034392685,0.42409130142898244,4594.0
Smart Things,0.8172043010752689,0.6062132661628883,0.6960713424921667,2382.0
TP-Link Day Night Cloud camera,0.8935251798561151,0.7463942307692307,0.8133595284872298,832.0
TP-Link Smart plug,0.35053653551354114,0.7777777777777778,0.4832687566044382,882.0
TPLink Router Bridge LAN,0.4294104850989776,0.3948,0.4113785557986871,10000.0
Triby Speaker,0.4467680608365019,0.19847972972972974,0.27485380116959063,1184.0
iHome,0.975317875841436,0.933428775948461,0.9539136795903438,1397.0
accuracy,0.4662041889171699,0.4662041889171699,0.4662041889171699,0.4662041889171699
macro avg,0.517639777284313,0.445615427310368,0.4318753426335874,60111.0
weighted avg,0.4781277207039427,0.4662041889171699,0.4463488254852971,60111.0
