,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,2869,0,2,1,0,10,365,342,0,22,0,0,17,450,4,7,140,37,16,0,0
1,11,81,15,16,0,0,435,32,0,6,4,0,21,247,0,16,0,2,186,1,1
2,41,57,1246,279,0,34,0,13,0,65,11,0,2,116,16,58,24,28,578,83,1
3,14,2,2047,5888,0,36,15,485,5,158,22,0,60,398,24,170,18,0,582,63,5
4,11,0,0,0,1294,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0
5,198,0,1,38,0,797,0,6,0,65,0,0,4,315,37,0,0,0,4,0,1
6,108,3,0,0,0,0,1047,26,0,18,0,24,78,249,31,42,0,50,9,0,62
7,229,0,17,80,0,0,0,130,11,100,0,0,22,202,27,0,1,2,31,0,47
8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,1
9,19,0,1,0,0,0,7,131,0,1516,0,0,49,44,3,0,0,0,2,0,0
10,0,4,1,0,0,3,0,8,0,4,31,0,0,198,0,0,60,0,15,2,22
11,21,0,20,0,0,0,18,284,0,39,0,469,21,113,10,0,0,0,3,0,0
12,684,0,124,85,0,10,16,418,0,54,4,2,1891,406,2,0,66,64,2735,22,25
13,102,0,0,27,0,27,1,601,0,211,0,3,112,3619,118,0,698,1,51,0,23
14,334,0,5,18,0,0,2,43,7,33,0,0,4,60,3823,0,0,0,117,0,142
15,244,6,1,1,0,0,251,116,0,44,0,105,3,33,1,1338,0,0,235,0,0
16,0,21,0,0,0,3,16,144,0,2,0,0,2,51,3,0,574,4,4,0,0
17,3,0,5,0,0,0,10,136,0,2,0,0,4,60,1,0,0,647,1,7,0
18,86,0,463,1204,0,4,53,203,0,88,2,13,20,475,414,28,3,0,6827,1,111
19,16,22,0,0,0,20,0,135,0,2,0,1,3,250,2,1,35,72,233,340,45
20,1,38,0,0,0,0,0,24,0,1,0,0,271,21,10,0,0,6,0,0,1022
