,precision,recall,f1-score,support
Amazon Echo,0.6147138439524735,0.83076,0.701880376551516,10000.0
Awair air quality monitor,0.349293539181053,0.4870967741935484,0.36403590594707763,930.0
Belkin Wemo switch,0.40751062224087364,0.253112918277563,0.2988898746108384,7501.0
Belkin wemo motion sensor,0.4460696009686016,0.49874,0.4646137947618613,10000.0
Dropcam,0.5741581824722173,0.8273042273042274,0.6012758455647781,1443.0
HP Printer,0.7777872097258273,0.7368948247078464,0.7417758663570927,1198.0
Light Bulbs LiFX Smart Bulb,0.46856434261045193,0.38641125411553423,0.41310554182158005,3341.0
MacBook,0.37222222222222223,0.00292341912932952,0.005779806918428467,3147.0
NEST Protect smoke alarm,0.00016764459346186087,0.04,0.000333889816360601,10.0
Netatmo Welcome,0.6246574359754564,0.42903600464576075,0.47960639094003243,3444.0
Netatmo weather station,0.7440480141305361,0.34433566433566437,0.4518276367629748,715.0
PIX-STAR Photo-frame,0.5199595371856607,0.10618458610846812,0.16837918916473124,1051.0
Phillip Hue Lightbulb,0.2329787403844032,0.4271996615905246,0.2981824152336986,4728.0
Samsung Galaxy Tab,0.10069216723339117,0.8907446808510638,0.18077889584780174,1880.0
Samsung SmartCam,0.6387098421846902,0.25904907975460123,0.3566043234269533,6520.0
Smart Things,0.0,0.0,0.0,1963.0
TP-Link Day Night Cloud camera,0.0,0.0,0.0,1420.0
TP-Link Smart plug,0.0,0.0,0.0,985.0
TPLink Router Bridge LAN,0.0,0.0,0.0,9883.0
Triby Speaker,0.0,0.0,0.0,950.0
iHome,0.0,0.0,0.0,643.0
accuracy,0.36574032779574084,0.36574032779574084,0.36574032779574084,0.36574032779574084
macro avg,0.3272158545267295,0.3104663378578158,0.2631937977964632,71752.0
weighted avg,0.3786873867521882,0.36574032779574084,0.32928215611161005,71752.0
