,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,2817,4,7,40,0,2,201,441,0,157,0,9,2,598,6,0,0,0,0,0,0
1,16,30,0,15,0,0,786,15,0,9,21,5,29,149,0,0,0,0,0,0,0
2,230,115,1344,609,0,4,0,86,0,49,2,0,0,127,89,0,0,0,0,0,0
3,47,1,594,8476,0,30,111,144,1,47,17,25,73,410,19,0,0,0,0,0,0
4,0,0,0,0,1094,5,0,17,0,0,0,0,0,194,0,0,0,0,0,0,0
5,488,0,12,80,0,436,0,193,1,12,0,0,102,143,0,0,0,0,0,0,0
6,269,3,0,0,0,0,1018,14,0,70,0,0,125,248,2,0,0,0,0,0,0
7,554,4,3,6,0,0,2,118,19,8,0,83,5,76,23,0,0,0,0,0,0
8,0,0,0,0,0,0,2,0,6,0,0,1,0,3,1,0,0,0,0,0,0
9,27,6,7,42,0,6,46,95,0,1151,0,2,5,386,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,22,214,0,0,116,0,0,0,0,0,0,0
11,64,9,0,0,0,6,24,116,0,36,0,369,283,92,0,0,0,0,0,0,0
12,914,7,225,38,0,2,22,218,119,2591,0,125,1966,385,0,0,0,0,0,0,0
13,314,24,5,129,0,15,101,377,0,98,0,14,15,4497,3,0,0,0,0,0,0
14,1330,0,715,15,0,135,4,344,440,4,8,1,277,235,1081,0,0,0,0,0,0
15,391,0,48,127,0,0,1260,20,0,15,0,0,48,468,0,0,0,0,0,0,0
16,6,25,0,0,0,83,30,413,0,2,0,0,48,220,0,0,0,0,0,0,0
17,77,8,0,13,0,1,11,123,0,11,0,0,28,606,1,0,0,0,0,0,0
18,330,28,2689,2604,0,41,18,207,230,730,33,21,2364,324,373,0,0,0,0,0,0
19,1,38,0,4,0,3,410,88,9,6,0,0,237,385,0,0,0,0,0,0,0
20,10,0,0,143,0,4,787,164,0,0,0,0,273,13,0,0,0,0,0,0,0
