,precision,recall,f1-score,support
Amazon Echo,0.5534779738992207,0.77104,0.6385985135168226,10000.0
Awair air quality monitor,0.13825848965241375,0.16903225806451613,0.15181632702314848,930.0
Belkin Wemo switch,0.3933138122711753,0.23687508332222368,0.2773250014166694,7501.0
Belkin wemo motion sensor,0.5839997059294737,0.89154,0.7034187371299228,10000.0
Dropcam,0.9897606964869563,0.9325017325017326,0.9602532380618927,1443.0
HP Printer,0.7563853757287635,0.7909849749582638,0.7358379527189898,1198.0
Light Bulbs LiFX Smart Bulb,0.456310417658879,0.406944028733912,0.4137882229902729,3341.0
MacBook,0.33409372236958446,0.013727359389895138,0.024957244612925526,3147.0
NEST Protect smoke alarm,0.0,0.0,0.0,10.0
Netatmo Welcome,0.7446699035478997,0.3400696864111498,0.4138985471698309,3444.0
Netatmo weather station,0.18521867699603817,0.2123076923076923,0.19510481264757149,715.0
PIX-STAR Photo-frame,0.46670757873941915,0.12863939105613703,0.1940251955061943,1051.0
Phillip Hue Lightbulb,0.08111600278930185,0.14238578680203046,0.10156069508301516,4728.0
Samsung Galaxy Tab,0.09258323207467949,0.8112765957446808,0.16599827857713612,1880.0
Samsung SmartCam,0.5220700165842662,0.1442638036809816,0.21034339511262762,6520.0
Smart Things,0.0,0.0,0.0,1963.0
TP-Link Day Night Cloud camera,0.0,0.0,0.0,1420.0
TP-Link Smart plug,0.0,0.0,0.0,985.0
TPLink Router Bridge LAN,0.0,0.0,0.0,9883.0
Triby Speaker,0.0,0.0,0.0,950.0
iHome,0.0,0.0,0.0,643.0
accuracy,0.3742474077377634,0.3742474077377634,0.3742474077377634,0.3742474077377634
macro avg,0.29990312403467,0.2853137329987246,0.2469964838841438,71752.0
weighted avg,0.3695082802863029,0.3742474077377634,0.3247622979442834,71752.0
