,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,4905,30,25,5,0,40,1,34,0,1573,0,0,1331,1063,993,0,0,0,0,0,0
1,114,746,0,13,0,0,1,0,0,0,0,11,0,40,5,0,0,0,0,0,0
2,3,0,1959,581,0,0,0,819,0,0,0,0,249,2640,1250,0,0,0,0,0,0
3,1,0,2457,6523,0,0,0,218,0,0,0,0,585,215,1,0,0,0,0,0,0
4,0,0,0,0,1433,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0
5,4,0,0,1,0,771,0,0,0,2,0,0,11,409,0,0,0,0,0,0,0
6,1577,15,0,1,0,0,155,0,0,1,0,0,0,1581,11,0,0,0,0,0,0
7,1187,43,14,54,18,57,47,2,0,183,0,16,31,1165,330,0,0,0,0,0,0
8,1,4,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
9,300,1126,2,0,0,4,0,3,0,776,0,0,1002,230,1,0,0,0,0,0,0
10,237,0,0,0,0,0,0,0,0,249,0,0,0,229,0,0,0,0,0,0,0
11,643,0,51,18,0,11,6,0,0,10,0,1,124,115,72,0,0,0,0,0,0
12,489,1,7,1427,13,412,46,0,0,172,0,0,561,938,662,0,0,0,0,0,0
13,85,12,1,4,2,18,73,0,0,147,0,0,13,1516,9,0,0,0,0,0,0
14,744,0,18,35,0,0,0,0,0,0,0,0,9,1836,3878,0,0,0,0,0,0
15,230,0,2,1374,0,0,0,89,0,16,0,51,127,74,0,0,0,0,0,0,0
16,471,0,0,0,0,0,0,0,0,0,0,0,0,945,4,0,0,0,0,0,0
17,74,0,3,27,0,3,0,0,0,0,0,0,11,677,190,0,0,0,0,0,0
18,282,7,1179,1185,699,0,285,2,0,0,0,0,3924,838,1482,0,0,0,0,0,0
19,331,4,0,4,0,4,0,0,0,0,0,11,10,586,0,0,0,0,0,0,0
20,9,0,0,0,0,0,620,0,0,1,0,0,3,9,1,0,0,0,0,0,0
