,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,7279,0,60,339,9,0,275,466,0,255,3,0,547,285,461,0,0,0,20,0,1
1,0,546,44,56,0,0,155,20,0,0,177,0,0,0,0,60,0,0,5,1,0
2,108,0,876,684,0,417,0,0,0,244,94,0,4,22,620,212,0,0,107,7,0
3,105,79,1159,7557,0,0,26,48,0,18,6,0,294,46,53,78,12,0,504,2,13
4,0,0,0,8,717,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,618,0,1,9,0,950,2,7,0,0,0,0,4,2,114,0,0,0,0,0,0
6,1045,0,0,2,0,0,2079,191,1,0,0,0,29,0,184,0,9,0,7,2,1
7,31,0,3,4,0,0,14,59,0,4,0,0,0,63,2,1,4,0,0,0,0
8,686,0,73,0,0,0,0,1,8,0,0,1,50,0,3,0,0,0,48,0,1
9,931,45,5,1,0,0,54,34,0,259,1,1,0,129,7,60,0,0,7,6,0
10,0,0,1,132,0,0,107,0,0,0,178,0,0,0,0,0,0,0,0,11,0
11,443,0,106,256,0,0,91,4,0,0,0,91,14,7,0,0,21,0,0,2,8
12,1148,0,20,99,0,0,177,87,0,689,0,0,13,2,78,0,74,0,5474,2,0
13,1642,23,1453,171,29,172,330,796,2,22,1,27,245,2340,790,0,120,312,1476,44,5
14,261,0,484,5,0,0,1,14,0,1,0,0,620,8,2936,0,1,0,699,10,3
15,384,56,2,0,0,0,0,0,91,0,253,0,0,0,192,1526,0,0,45,0,0
16,28,0,3,0,0,0,123,17,0,0,0,0,2,0,0,0,770,0,4,0,0
17,48,0,1,0,0,0,57,62,0,0,0,0,41,49,0,0,1,686,9,0,0
18,154,9,2005,3072,173,0,4,100,2,74,1,1,12,17,120,1,1,1,4252,1,0
19,51,2,106,192,13,0,659,512,0,1,9,0,307,0,13,24,0,0,2,677,146
20,1,0,1,2,0,0,24,24,0,0,0,0,0,0,26,0,0,0,8,0,1482
