,precision,recall,f1-score,support
Amazon Echo,0.706364369806949,0.55532,0.6207114839160284,10000.0
Awair air quality monitor,0.14853801892026702,0.07462365591397849,0.09552073482018131,930.0
Belkin Wemo switch,0.46331278141902865,0.22599653379549395,0.29397630592448554,7501.0
Belkin wemo motion sensor,0.5870085405235568,0.8358000000000001,0.6882363705388241,10000.0
Dropcam,0.8811748608621714,0.993069993069993,0.9288896860220806,1443.0
HP Printer,0.5140401439966411,0.6706176961602671,0.5526921154549751,1198.0
Light Bulbs LiFX Smart Bulb,0.5336250462224861,0.38252020353187666,0.44026571409868626,3341.0
MacBook,0.2020963401425721,0.2373053701938354,0.21755355241065327,3147.0
NEST Protect smoke alarm,0.03540202613320963,0.8800000000000001,0.0664679598455786,10.0
Netatmo Welcome,0.58964639818683,0.3400116144018583,0.42518661372407945,3444.0
Netatmo weather station,0.6474501557425284,0.6008391608391608,0.6037873561179143,715.0
PIX-STAR Photo-frame,0.4202551544503397,0.8325404376784016,0.5558104881292362,1051.0
Phillip Hue Lightbulb,0.40380646053875163,0.3453891708967851,0.3636162106396018,4728.0
Samsung Galaxy Tab,0.20781437109321862,0.5349999999999999,0.2987246553321902,1880.0
Samsung SmartCam,0.6766114292285003,0.6035276073619632,0.63674851231814,6520.0
Smart Things,0.698746151153854,0.8819154355578197,0.7774303568637676,1963.0
TP-Link Day Night Cloud camera,0.5729143949289823,0.6705633802816902,0.6175924968766963,1420.0
TP-Link Smart plug,0.7140210558244755,0.5344162436548223,0.6079898041486679,985.0
TPLink Router Bridge LAN,0.6281868176802838,0.5359101487402611,0.5714496169035834,9883.0
Triby Speaker,0.2384051681492167,0.31326315789473685,0.2670002308125212,950.0
iHome,0.4528719300673921,0.6236391912908242,0.4977701603426715,643.0
accuracy,0.5323893410636638,0.5323893410636638,0.5323893410636638,0.5323893410636638
macro avg,0.491537695955774,0.5558223333935127,0.48225811548764586,71752.0
weighted avg,0.5590787433699134,0.5323893410636638,0.5251151632806923,71752.0
