Feature,Dataset,Folder,T,CV,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
ACK Flag Cnt,DD11,DD,0.0,2.0,0.21984056193555582,0.0755257021436521,0.0212078930594027,0.0755257021436521,0.0329874624162532,0.0942275124589788,0.0,0.011444091796874958,0.00769519805908202
Active Max,DD11,DD,0.0,2.0,0.1979038911807336,0.1267611227022705,0.22281754657288683,0.1267611227022705,0.123582505228137,0.0895887581097916,0.0,0.09870896339416502,0.01221590042114254
Active Mean,DD11,DD,0.0,2.0,0.1960224105251421,0.1283083112904314,0.20377216020283512,0.1283083112904314,0.11914595448819029,0.085349621648474,0.0,0.10857095718383784,0.015449571609497021
Active Min,DD11,DD,0.0,2.0,0.1950050172817482,0.1152045153440702,0.1924922839278041,0.1152045153440702,0.10384483230786681,0.0854295629728211,0.0,0.08505721092224118,0.01252279281616206
Active Std,DD11,DD,0.0,2.0,0.061308395584791994,0.072999508147515,0.0772737917079397,0.072999508147515,0.0402913126518906,0.0270700177893891,0.0,0.06423220634460444,0.01432991027832026
Bwd Blk Rate Avg,DD11,DD,0.0,2.0,0.1393689374512208,0.0476190476190476,0.0066366160691057,0.0476190476190476,0.0116496349004422,0.0,0.0,0.0,0.009272527694702121
Bwd Byts/b Avg,DD11,DD,0.0,2.0,0.1393689374512208,0.0476190476190476,0.0066366160691057,0.0476190476190476,0.0116496349004422,0.0,0.0,0.00949001312255858,0.00627574920654294
Bwd Header Len,DD11,DD,0.0,2.0,0.2827935109822723,0.1996367083938033,0.2619816617866759,0.1996367083938033,0.18211744067803,0.1980674106354116,0.0,0.03597812652587888,0.010434150695800741
Bwd IAT Max,DD11,DD,0.0,2.0,0.24937283978146949,0.2659726061682506,0.3013615730789364,0.2659726061682506,0.2574811948118148,0.17493440464994,0.0,0.2971525192260742,0.02237982749938962
Bwd IAT Mean,DD11,DD,0.0,2.0,0.21712286765525687,0.1755860053913064,0.24839080279622242,0.1755860053913064,0.1852654623535024,0.135019373289665,0.0,0.3145122051239014,0.02397761344909664
Bwd IAT Min,DD11,DD,0.0,2.0,0.2039525030661166,0.1489996042174211,0.1910905146431673,0.1489996042174211,0.1479776400888922,0.1226190731871255,0.0,0.1876416206359863,0.025527381896972623
Bwd IAT Std,DD11,DD,0.0,2.0,0.21763853272382647,0.1801721975859899,0.2697862428851955,0.1801721975859899,0.1842611965509655,0.1216223758426908,0.0,0.20140542984008789,0.01886920928955074
Bwd IAT Tot,DD11,DD,0.0,2.0,0.22016111049169357,0.2024610545339886,0.24631383002503376,0.2024610545339886,0.20207157720508126,0.1417798748280366,0.0,0.2892611026763916,0.02518529891967768
Bwd Pkt Len Max,DD11,DD,0.0,2.0,0.4768786932768424,0.44654132528846613,0.4889747372439345,0.44654132528846613,0.40624498318922625,0.41998094535147973,0.0,0.0621345520019531,0.012645339965820259
Bwd Pkt Len Mean,DD11,DD,0.0,2.0,0.4059817147954064,0.3940492242261519,0.5435751284652148,0.3940492242261519,0.4166989160697738,0.3416452065790194,0.0,0.07958316802978513,0.014840602874755799
Bwd Pkt Len Min,DD11,DD,0.0,2.0,0.3317120080276508,0.2214345773651322,0.41545838737496166,0.2214345773651322,0.22705014149296038,0.2419166919057763,0.0,0.01636619567871088,0.012018346786499
Bwd Pkt Len Std,DD11,DD,0.0,2.0,0.3224439736871446,0.3049227569972878,0.4790890675202452,0.3049227569972878,0.3250132368305954,0.24132701421734967,0.0,0.04751071929931634,0.0156685352325439
Bwd Pkts/b Avg,DD11,DD,0.0,2.0,0.1393689374512208,0.0476190476190476,0.0066366160691057,0.0476190476190476,0.0116496349004422,0.0,0.0,0.0062498092651367,0.00627474784851072
Bwd Pkts/s,DD11,DD,0.0,2.0,0.2353244508863864,0.1870669061361054,0.2370435331647561,0.1870669061361054,0.1951282102761261,0.1645051805263312,0.0,0.44019041061401365,0.031283378601074156
Bwd PSH Flags,DD11,DD,0.0,2.0,0.1362052625710781,0.058220364741641294,0.0096059817933219,0.058220364741641294,0.0164903860634722,0.0175107655580044,0.0,0.006247997283935521,0.012506055831909137
Bwd Seg Size Avg,DD11,DD,0.0,2.0,0.4059817147954064,0.3940492242261519,0.5435751284652148,0.3940492242261519,0.4166989160697738,0.3416452065790194,0.0,0.07551283836364744,0.01328797340393062
Bwd URG Flags,DD11,DD,0.0,2.0,0.1393689374512208,0.0476190476190476,0.0066366160691057,0.0476190476190476,0.0116496349004422,0.0,0.0,0.00312442779541014,0.013151311874389598
CWE Flag Count,DD11,DD,0.0,2.0,0.1397591704760843,0.0480427315508345,0.0447350930276875,0.0480427315508345,0.0124926718755505,0.0005075323398926,0.0,0.006249189376831039,0.006276273727416961
Down/Up Ratio,DD11,DD,0.0,2.0,0.1044012710447095,0.077053387407082,0.0178838373881702,0.077053387407082,0.0284644209023791,0.0206375806566695,0.0,0.01149544715881344,0.0070919036865234
Dst Port,DD11,DD,0.0,2.0,0.3959192775114282,0.3647778337859961,0.4888761953148569,0.3647778337859961,0.3314286431975568,0.336442925311269,0.0,0.1108661174774169,0.015891933441162038
ECE Flag Cnt,DD11,DD,0.0,2.0,0.1397591704760843,0.0480427315508345,0.0447350930276875,0.0480427315508345,0.0124926718755505,0.0005075323398926,0.0,0.0062481880187988,0.00942273139953612
