Feature,Dataset,Folder,T,CV,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
ACK Flag Cnt,DD11T,DD,0.0,2.0,0.2037742291327415,0.0738904761904761,0.0193512061392852,0.0738904761904761,0.030631033517196198,0.0834038822035435,0.0,0.00312328338623046,0.015300989151000898
Active Max,DD11T,DD,0.0,2.0,0.1829463675999369,0.1164301762126813,0.1576695843510619,0.1164301762126813,0.0985937897579817,0.0756259552574202,0.0,0.10256128311157224,0.01561331748962396
Active Mean,DD11T,DD,0.0,2.0,0.1746336082365919,0.10894762272471661,0.1592871011667707,0.10894762272471661,0.0935116685083991,0.0667968752614845,0.0,0.13057823181152342,0.013162374496459938
Active Min,DD11T,DD,0.0,2.0,0.1673583022535063,0.0969007904878716,0.1625414399675603,0.0969007904878716,0.0789728573530417,0.058662191476801,0.0,0.10170440673828121,0.0118711948394775
Active Std,DD11T,DD,0.0,2.0,0.1588354257498555,0.0725861881209776,0.0937358536174038,0.0725861881209776,0.0494953479930325,0.0411908629762354,0.0,0.0744259357452392,0.01391544342041012
Bwd Blk Rate Avg,DD11T,DD,0.0,2.0,0.1313232126910752,0.0476190476190476,0.0062534863186226005,0.0476190476190476,0.0110551719410892,0.0,0.0,0.005446386337280259,0.00999464988708494
Bwd Byts/b Avg,DD11T,DD,0.0,2.0,0.1313232126910752,0.0476190476190476,0.0062534863186226005,0.0476190476190476,0.0110551719410892,0.0,0.0,0.00294413566589352,0.00626983642578124
Bwd Header Len,DD11T,DD,0.0,2.0,0.2868492934811157,0.2964097454960929,0.2215188743167579,0.2964097454960929,0.2273090491091378,0.22336304915315833,0.0,0.03808164596557612,0.01250128746032712
Bwd IAT Max,DD11T,DD,0.0,2.0,0.22573147029468926,0.2273896380706276,0.2699244966676564,0.2273896380706276,0.2160779417608069,0.1445040383005305,0.0,0.2687432289123535,0.01898846626281734
Bwd IAT Mean,DD11T,DD,0.0,2.0,0.2169722120081945,0.24394650806098167,0.2467674222365012,0.24394650806098167,0.22633421418496052,0.1359185372948925,0.0,0.29384512901306153,0.01918797492980952
Bwd IAT Min,DD11T,DD,0.0,2.0,0.1874901507590481,0.1335548758760779,0.1483572506699079,0.1335548758760779,0.11699391005953921,0.104482104454408,0.0,0.2062927722930908,0.018890333175659118
Bwd IAT Std,DD11T,DD,0.0,2.0,0.22700530545779268,0.2172772880068255,0.2854502442001867,0.2172772880068255,0.21307604037594122,0.1335156547385749,0.0,0.20827178955078124,0.01564874649047846
Bwd IAT Tot,DD11T,DD,0.0,2.0,0.20676839838209798,0.22335577213297428,0.2544474423207068,0.22335577213297428,0.2167247335271271,0.12400030790779208,0.0,0.300482177734375,0.021214199066162058
Bwd Pkt Len Max,DD11T,DD,0.0,2.0,0.4314624152965278,0.3751145682431755,0.5484469349927527,0.3751145682431755,0.3796862116856855,0.3718360455444757,0.0,0.04739761352539058,0.01252098083496088
Bwd Pkt Len Mean,DD11T,DD,0.0,2.0,0.393746388611651,0.44051315097306193,0.4693536531690642,0.44051315097306193,0.4091082016763833,0.3358238133031398,0.0,0.08383717536926263,0.013749027252197222
Bwd Pkt Len Min,DD11T,DD,0.0,2.0,0.3034222829227294,0.2486837986967791,0.320269453864221,0.2486837986967791,0.21239820258856187,0.2165702854820785,0.0,0.026943492889404258,0.0045460224151611
Bwd Pkt Len Std,DD11T,DD,0.0,2.0,0.2556468981457162,0.300968445062086,0.4523466434046994,0.300968445062086,0.2978210261515662,0.1723240157674157,0.0,0.05422763824462886,0.009384584426879861
Bwd Pkts/b Avg,DD11T,DD,0.0,2.0,0.1313232126910752,0.0476190476190476,0.0062534863186226005,0.0476190476190476,0.0110551719410892,0.0,0.0,0.00364823341369628,0.012549972534179641
Bwd Pkts/s,DD11T,DD,0.0,2.0,0.23291485002889106,0.2164596845051884,0.1991637203215289,0.2164596845051884,0.1888913724573219,0.1628794208139157,0.0,0.41399211883544923,0.03397283554077144
Bwd PSH Flags,DD11T,DD,0.0,2.0,0.10847297368282809,0.0395054601721141,0.006687103864837,0.0395054601721141,0.0113210402762213,-0.0201966119305139,0.0,0.00636835098266598,0.00939679145812986
Bwd Seg Size Avg,DD11T,DD,0.0,2.0,0.393746388611651,0.44051315097306193,0.4693536531690642,0.44051315097306193,0.4091082016763833,0.3358238133031398,0.0,0.0818360328674316,0.01564850807189936
Bwd URG Flags,DD11T,DD,0.0,2.0,0.1313232126910752,0.0476190476190476,0.0062534863186226005,0.0476190476190476,0.0110551719410892,0.0,0.0,0.0030461788177489997,0.01283822059631344
CWE Flag Count,DD11T,DD,0.0,2.0,0.1319404317907233,0.05971685971685971,0.0538763960926613,0.05971685971685971,0.0303551311001863,0.0008020370490148,0.0,0.00859489440917966,0.00939602851867674
Down/Up Ratio,DD11T,DD,0.0,2.0,0.1169433209014025,0.0424309214594928,0.0202553905045083,0.0424309214594928,0.0227284762963699,-0.0161578348715043,0.0,0.012563657760620078,0.012503004074096661
Dst Port,DD11T,DD,0.0,2.0,0.4054472868624258,0.2853723702085184,0.4410159620865123,0.2853723702085184,0.2910411040699675,0.338783148341692,0.0,0.06724205017089839,0.017650175094604457
ECE Flag Cnt,DD11T,DD,0.0,2.0,0.1319404317907233,0.05971685971685971,0.0538763960926613,0.05971685971685971,0.0303551311001863,0.0008020370490148,0.0,0.00629444122314452,0.01182551383972166
FIN Flag Cnt,DD11T,DD,0.0,2.0,0.1661895256605557,0.0602619047619047,0.0222259672366289,0.0602619047619047,0.0271223078092162,0.040137267944609,0.0,0.009538888931274381,0.006274700164794899
Flow Byts/s,DD11T,DD,0.0,2.0,0.23513421232337023,0.2263187248404192,0.24187751784490658,0.2263187248404192,0.2054648586366518,0.1634778555030991,0.0,0.3227876663208008,0.02442188262939448
Flow Duration,DD11T,DD,0.0,2.0,0.215934758627935,0.2038197205583269,0.2016909290151499,0.2038197205583269,0.1926869918642756,0.1426919490510846,0.0,0.4271873950958252,0.031082630157470658
Flow IAT Max,DD11T,DD,0.0,2.0,0.2119950622472028,0.20608296908464546,0.1843551530671118,0.20608296908464546,0.1790703433956814,0.1406437327248002,0.0,0.35933732986450195,0.031808567047119096
Flow IAT Mean,DD11T,DD,0.0,2.0,0.2177995482481483,0.2109331063737939,0.1938125091014571,0.2109331063737939,0.182924482295525,0.1463269061285069,0.0,0.4324059009552002,0.0322651863098144
Flow IAT Min,DD11T,DD,0.0,2.0,0.1715606450596207,0.11027827154100292,0.105628200889363,0.11027827154100292,0.0991890435219323,0.0844383220815297,0.0,0.24699230194091798,0.025164985656738238
Flow IAT Std,DD11T,DD,0.0,2.0,0.20101644166622892,0.2107275455726509,0.2556620180332389,0.2107275455726509,0.2000900356948289,0.1170953496774422,0.0,0.34119019508361814,0.022275495529174762
Flow Pkts/s,DD11T,DD,0.0,2.0,0.21904711876871347,0.2170033979370954,0.1993525847244998,0.2170033979370954,0.1947480368988688,0.1480453160722129,0.0,0.39773998260498045,0.03203439712524412
Fwd Act Data Pkts,DD11T,DD,0.0,2.0,0.1801623154908861,0.1326375003510507,0.11876235126965659,0.1326375003510507,0.1055826187699928,0.0763634566465273,0.0,0.01696701049804682,0.014425802230834919
Fwd Blk Rate Avg,DD11T,DD,0.0,2.0,0.1313232126910752,0.0476190476190476,0.0062534863186226005,0.0476190476190476,0.0110551719410892,0.0,0.0,0.0010272979736328,0.014747428894042921
Fwd Byts/b Avg,DD11T,DD,0.0,2.0,0.1313232126910752,0.0476190476190476,0.0062534863186226005,0.0476190476190476,0.0110551719410892,0.0,0.0,0.0031245708465575998,0.00837464332580564
Fwd Header Len,DD11T,DD,0.0,2.0,0.2088827021064243,0.20854297192146293,0.178539624147765,0.20854297192146293,0.1641906612779888,0.1274890426291924,0.0,0.02887225151062006,0.01384420394897456
Fwd IAT Max,DD11T,DD,0.0,2.0,0.22302621211325308,0.1818638028136465,0.22957100539323033,0.1818638028136465,0.1785212701934505,0.1299340806304224,0.0,0.22526984214782705,0.017169189453124938
