Feature,Dataset,Folder,T,CV,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
arp.duplicate-address-detected,DD2T,DD,0.0,2.0,0.367668464765819,0.0833333333333333,0.030639038730484895,0.0833333333333333,0.0448047747240134,0.0,0.0,0.00037384033203123997,0.0031446456909179597
arp.duplicate-address-frame,DD2T,DD,0.0,2.0,0.367668464765819,0.0833333333333333,0.030639038730484895,0.0833333333333333,0.0448047747240134,0.0,0.0,0.0062689304351806405,0.0031480312347412
arp.hw.size,DD2T,DD,0.0,2.0,0.3080743214316294,0.1140905666753376,0.039531352722332,0.1140905666753376,0.055725134255166696,0.0375155589908033,0.0,0.00062932968139648,0.0035004138946533
arp.hw.type,DD2T,DD,0.0,2.0,0.3080743214316294,0.1140905666753376,0.039531352722332,0.1140905666753376,0.055725134255166696,0.0375155589908033,0.0,0.0,0.00627474784851072
arp.isannouncement,DD2T,DD,0.0,2.0,0.3799126637554585,0.1090435095289464,0.0723727092001347,0.1090435095289464,0.0772244341486965,0.031875482066628,0.0,0.00311508178710936,0.0
arp.isgratuitous,DD2T,DD,0.0,2.0,0.3799126637554585,0.1090435095289464,0.0723727092001347,0.1090435095289464,0.0772244341486965,0.031875482066628,0.0,0.0031238079071044802,0.0031370639801025202
arp.isprobe,DD2T,DD,0.0,2.0,0.367668464765819,0.0833333333333333,0.030639038730484895,0.0833333333333333,0.0448047747240134,0.0,0.0,0.0,0.0
arp.opcode,DD2T,DD,0.0,2.0,0.3443359876701772,0.098284826304171,0.0386230722834911,0.098284826304171,0.055155912422187106,0.0329339657957049,0.0,0.0019115447998046798,0.0
arp.proto.size,DD2T,DD,0.0,2.0,0.3080743214316294,0.1140905666753376,0.039531352722332,0.1140905666753376,0.055725134255166696,0.0375155589908033,0.0,0.0,0.0013106346130371
arp.proto.type,DD2T,DD,0.0,2.0,0.3080743214316294,0.1140905666753376,0.039531352722332,0.1140905666753376,0.055725134255166696,0.0375155589908033,0.0,0.009389829635620081,0.00346784591674804
arp.seconds-since-duplicate-address-frame,DD2T,DD,0.0,2.0,0.367668464765819,0.0833333333333333,0.030639038730484895,0.0833333333333333,0.0448047747240134,0.0,0.0,0.0031262874603271403,0.0
dhcp.flags.bc,DD2T,DD,0.0,2.0,0.3677112766503981,0.0834253127299484,0.038999942866121,0.0834253127299484,0.0450161974423771,0.0005630870394602,0.0,0.0,0.00314068794250488
dhcp.flags,DD2T,DD,0.0,2.0,0.3677112766503981,0.0834253127299484,0.038999942866121,0.0834253127299484,0.0450161974423771,0.0005630870394602,0.0,0.00252132415771484,0.0
dhcp.flags.reserved,DD2T,DD,0.0,2.0,0.3677112766503981,0.0834253127299484,0.0346348635010416,0.0834253127299484,0.045014038374843,0.0005350577838938,0.0,0.004846000671386701,0.0
dhcp.hops,DD2T,DD,0.0,2.0,0.3677112766503981,0.0834253127299484,0.0346348635010416,0.0834253127299484,0.045014038374843,0.0005350577838938,0.0,0.0018263339996337801,0.0
