,precision,recall,f1-score,support
appletv,1.0,0.7744685587089593,0.8712409401238967,1797.0
blink-camera,1.0,1.0,1.0,8385.0
blink-security-hub,1.0,1.0,1.0,335.0
echodot,0.6324060378702111,0.9849634572608836,0.7702304030709689,3147.0
echoplus,0.9589684816860071,0.19896501457725946,0.3290033491097487,2744.0
echospot,0.9313883982532333,1.0,0.9644663347538491,6515.0
firetv,0.9672890108986502,0.9816412213740456,0.974368376890209,1048.0
google-home-mini,1.0,1.0,1.0,1920.0
insteon-hub,1.0,1.0,1.0,33.0
lightify-hub,1.0,1.0,1.0,327.0
magichome-strip,1.0,1.0,1.0,113.0
nest-tstat,1.0,1.0,1.0,2565.0
ring-doorbell,1.0,1.0,1.0,82044.0
roku-tv,0.8709842451434402,0.9998637137989779,0.9296551618248724,587.0
samsungtv-wired,0.9202739861625382,1.0,0.9582463773354384,2714.0
sengled-hub,1.0,1.0,1.0,337.0
smartthings-hub,1.0,1.0,1.0,2127.0
sousvide,1.0,1.0,1.0,1584.0
t-philips-hub,1.0,1.0,1.0,7151.0
t-wemo-plug,1.0,1.0,1.0,3254.0
tplink-bulb,1.0,1.0,1.0,1458.0
tplink-plug,1.0,1.0,1.0,596.0
wansview-cam-wired,0.9944643288672573,1.0,0.9972243699403052,80238.0
xiaomi-hub,1.0,1.0,1.0,639.0
yi-camera,1.0,0.982903509779156,0.9913769507280832,26127.0
accuracy,0.9868930336228107,0.9868930336228107,0.9868930336228107,0.9868930336228107
macro avg,0.9710309795552535,0.9569122190199714,0.9514324905510947,237785.0
weighted avg,0.9895410803160876,0.9868930336228107,0.9846219875212853,237785.0
