,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,7910,21,12,23,34,165,114,33,64,50,2,21,136,958,56,1,11,4,193,118,66
1,19,83,0,5,0,6,57,10,0,294,1,1,1,155,4,144,1,0,113,28,0
2,60,0,2073,4150,0,31,0,12,0,283,0,1,9,283,279,0,0,2,210,100,1
3,26,2,219,8477,0,6,0,4,0,134,0,0,59,810,22,0,0,1,226,8,0
4,16,34,0,0,1289,0,74,0,0,0,0,0,0,10,0,0,0,0,14,0,0
5,27,0,0,0,0,764,75,0,1,51,0,0,0,94,0,1,0,0,110,67,1
6,215,101,1,2,0,137,1729,14,1,346,2,2,67,64,6,9,2,30,139,324,142
7,195,33,25,171,24,19,52,519,186,165,5,211,230,809,58,12,17,32,100,233,42
8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
9,29,80,191,590,0,83,109,31,0,1784,4,9,90,185,1,7,0,0,18,226,0
10,5,3,20,10,0,3,3,31,14,35,523,0,0,32,0,15,0,0,5,9,1
11,8,0,0,2,0,0,2,3,0,38,0,780,45,147,21,0,0,0,0,1,0
12,144,5,13,370,6,54,61,47,220,144,0,238,1514,527,327,0,27,18,426,475,104
13,45,15,19,56,5,14,7,64,9,40,2,16,37,1432,11,2,6,7,38,48,2
14,156,6,100,283,0,55,2,53,0,155,6,62,164,873,4199,0,10,0,180,194,13
15,291,0,0,0,0,0,121,0,0,70,0,0,9,1,0,1102,10,18,311,24,0
16,15,1,18,2,0,0,6,73,0,14,0,0,6,159,3,0,928,18,19,11,141
17,8,9,23,62,13,0,39,21,129,40,0,42,28,25,20,10,7,476,17,10,1
18,144,12,206,813,3,22,102,4,499,130,14,54,524,361,85,209,1,1,5992,608,90
19,11,0,3,3,0,51,0,10,8,195,0,124,7,59,0,2,0,0,0,469,0
20,19,0,1,0,0,4,84,5,0,0,0,0,0,9,0,0,140,0,26,114,234
