,precision,recall,f1-score,support
Amazon Echo,0.0,0.0,0.0,4291.0
Awair air quality monitor,0.0,0.0,0.0,1080.0
Belkin Wemo switch,0.26548672566371684,0.011278195488721804,0.02163721601153985,2660.0
Belkin wemo motion sensor,0.1674065106268496,0.9956,0.28661906955320127,10000.0
Dropcam,0.0,0.0,0.0,1313.0
HP Printer,0.0,0.0,0.0,1471.0
Light Bulbs LiFX Smart Bulb,1.0,0.003424657534246575,0.006825938566552901,1752.0
MacBook,0.0,0.0,0.0,906.0
NEST Protect smoke alarm,0.0,0.0,0.0,17.0
Netatmo Welcome,0.0,0.0,0.0,1778.0
Netatmo weather station,0.0,0.0,0.0,353.0
PIX-STAR Photo-frame,1.0,0.03493013972055888,0.06750241080038573,1002.0
Phillip Hue Lightbulb,0.0,0.0,0.0,6617.0
Samsung Galaxy Tab,0.0,0.0,0.0,5600.0
Samsung SmartCam,1.0,0.07945145842403134,0.14720709820528333,4594.0
Smart Things,0.0,0.0,0.0,2382.0
TP-Link Day Night Cloud camera,0.0,0.0,0.0,832.0
TP-Link Smart plug,0.0,0.0,0.0,882.0
TPLink Router Bridge LAN,1.0,0.012,0.023715415019762844,10000.0
Triby Speaker,0.0,0.0,0.0,1184.0
iHome,0.0,0.0,0.0,1397.0
accuracy,0.17487647851474772,0.17487647851474772,0.17487647851474772,0.17487647851474772
macro avg,0.2110901541090746,0.05412783100797897,0.026357483245558373,60111.0
weighted avg,0.3281971651866377,0.17487647851474772,0.06515888455467378,60111.0
