,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,7863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,5043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
