,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,6517,15,491,28,0,0,871,355,0,27,0,105,186,639,110,0,216,32,370,38,0
1,39,75,3,5,0,0,25,2,0,13,2,12,3,78,28,715,38,4,21,1,0
2,8,0,1258,347,0,1,12,75,0,161,213,2,0,69,209,55,0,15,513,35,422
3,87,4,2704,5416,0,5,4,336,3,12,3,35,307,506,27,7,9,40,493,2,0
4,0,0,0,0,716,0,0,4,0,0,0,1,0,0,0,0,0,5,0,0,0
5,3,0,3,8,0,955,0,98,0,1,0,0,0,19,3,0,0,5,612,0,0
6,418,40,12,2,0,0,1132,78,0,117,2,30,1112,28,82,0,23,74,400,0,0
7,3,1,3,1,0,1,4,84,0,5,0,1,4,39,11,0,4,11,13,0,0
8,1,0,4,7,0,0,11,20,8,0,1,1,0,12,102,0,0,14,690,0,0
9,36,6,7,1,0,0,336,57,0,719,1,20,62,6,30,234,0,6,13,6,0
10,2,0,31,1,0,0,0,2,0,134,118,0,0,138,0,0,1,0,0,2,0
11,105,1,1,0,0,0,94,107,0,88,0,412,8,94,92,0,0,24,7,10,0
12,561,6,314,169,0,2,132,227,0,77,2,19,1867,232,248,0,56,105,3835,11,0
13,1021,19,947,239,0,2,129,1529,3,97,44,136,204,3197,553,8,33,24,1707,69,39
14,35,0,5,29,0,0,4,29,0,4,0,38,78,605,3235,0,1,15,965,0,0
15,0,44,0,0,0,0,101,480,0,2,1,1,0,0,6,1911,0,0,3,0,0
16,2,14,4,0,0,0,0,2,0,0,0,1,4,1,1,0,895,0,0,0,23
17,3,0,8,1,0,0,30,208,0,4,0,8,3,10,31,0,0,646,2,0,0
18,375,37,1516,613,178,1,0,279,0,57,121,60,269,333,102,13,0,18,6023,5,0
19,73,13,8,9,0,1,69,356,0,341,52,7,643,35,84,0,227,205,127,455,9
20,1,0,4,0,0,0,0,19,0,0,0,1,0,2,52,0,0,15,6,2,1466
