,precision,recall,f1-score,support
Amazon Echo,0.7417600633401162,0.741831740852948,0.7415270282431424,4291.0
Awair air quality monitor,0.9169226692556631,0.42759259259259264,0.5355625439579225,1080.0
Belkin Wemo switch,0.1767468152704227,0.37706766917293233,0.24012518131218333,2660.0
Belkin wemo motion sensor,0.7200360920786613,0.6091399999999999,0.659520704811923,10000.0
Dropcam,1.0,0.9943640517897944,0.9971740273741487,1313.0
HP Printer,0.9306666555320827,0.6099252209381373,0.7367988904619794,1471.0
Light Bulbs LiFX Smart Bulb,0.5779810249716378,0.8925799086757991,0.6861242029263117,1752.0
MacBook,0.03750397972277459,0.15894039735099338,0.060583651546594154,906.0
NEST Protect smoke alarm,1.0,0.6470588235294118,0.7857142857142857,17.0
Netatmo Welcome,0.8467745406948467,0.9535433070866143,0.8969851644488079,1778.0
Netatmo weather station,0.9934257629760681,0.7597733711048159,0.8588696112616642,353.0
PIX-STAR Photo-frame,0.9600927731050343,0.7485029940119761,0.8409947911666389,1002.0
Phillip Hue Lightbulb,0.9680754483113642,0.24252682484509597,0.38712014181659377,6617.0
Samsung Galaxy Tab,0.5985508209165349,0.5613214285714285,0.5790551838330072,5600.0
Samsung SmartCam,0.8227051589193852,0.9552459730082716,0.8839498290921431,4594.0
Smart Things,0.9483167580114907,0.6785054575986567,0.7910093688582706,2382.0
TP-Link Day Night Cloud camera,0.7986626482540492,0.9084134615384617,0.8493345883748855,832.0
TP-Link Smart plug,0.747217772223618,0.9097505668934242,0.8202851794483342,882.0
TPLink Router Bridge LAN,0.5401026749674885,0.5900000000000001,0.5634791457125929,10000.0
Triby Speaker,0.9910863097041431,0.37922297297297297,0.5482458946032533,1184.0
iHome,0.8367724921735293,0.9408732999284182,0.8857735726447791,1397.0
accuracy,0.6213338656818219,0.6213338656818219,0.6213338656818219,0.6213338656818219
macro avg,0.76920954573471,0.6707704791648926,0.6832491898861649,60111.0
weighted avg,0.7198443068431086,0.6213338656818219,0.6338141880012668,60111.0
