,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,2346,0,131,41,0,404,100,67,624,7,3071,121,170,0,849,0,449,3,0,1616,1
1,0,637,0,50,0,0,43,0,0,0,275,0,0,0,0,37,0,0,0,22,0
2,0,0,362,81,0,419,0,0,219,0,2183,0,0,0,10,0,0,1,0,120,0
3,0,0,203,3226,0,0,69,0,82,27,6050,2,52,0,49,114,4,2,99,21,0
4,0,0,0,0,717,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0
5,0,0,1,22,0,485,2,0,1,0,624,0,12,0,2,0,554,0,0,4,0
6,2,0,29,0,0,397,818,0,359,0,765,0,83,0,162,0,330,68,0,536,1
7,0,0,23,2,0,0,0,3,63,3,5,36,0,8,0,0,1,0,0,41,0
8,0,0,0,6,0,0,1,0,9,0,827,0,0,0,0,0,18,8,0,2,0
9,2,1,55,181,0,0,13,16,420,218,424,9,2,0,0,0,0,5,0,194,0
10,0,0,0,0,0,0,0,0,0,0,416,0,0,0,0,0,0,0,1,12,0
11,0,0,93,2,0,0,0,0,126,0,622,2,0,0,2,0,2,0,0,194,0
12,379,0,187,53,0,0,0,0,154,27,5999,15,366,0,77,0,60,2,0,337,207
13,25,0,1090,121,0,23,318,310,2436,9,3352,765,188,98,56,0,322,47,2,837,1
14,3,0,0,69,0,1,1,2,29,0,922,423,8,0,1160,0,2418,1,0,6,0
15,2,74,0,273,0,0,164,0,0,0,298,0,0,0,16,1149,464,0,0,109,0
16,0,0,0,0,0,0,0,0,42,0,197,0,1,0,0,0,706,0,0,0,1
17,0,0,0,2,0,0,0,0,95,0,422,38,40,0,0,0,2,0,0,355,0
18,15,1,225,251,103,0,10,87,5,37,8251,16,96,0,451,124,208,1,60,59,0
19,112,1,1,4,0,3,96,15,726,303,527,3,314,0,0,0,1,0,41,366,201
20,0,0,0,0,0,0,5,0,83,0,35,0,0,0,0,0,0,0,0,16,1429
