,precision,recall,f1-score,support
Amazon Echo,0.30406852248394006,0.426,0.3548521449396085,1000.0
Awair air quality monitor,0.04424778761061947,0.005,0.008984725965858042,1000.0
Belkin Wemo switch,0.5555555555555556,0.4600000000000001,0.5032822757111598,1000.0
Belkin wemo motion sensor,0.44000000000000006,0.374,0.4043243243243243,1000.0
Dropcam,0.5013452914798207,0.559,0.5286052009456266,1000.0
HP Printer,0.525089605734767,0.293,0.37612323491655963,1000.0
Light Bulbs LiFX Smart Bulb,0.275092936802974,0.44400000000000006,0.3397092578423872,1000.0
MacBook,0.1830649970184854,0.307,0.22936122525214792,1000.0
NEST Protect smoke alarm,0.44045368620037806,0.8534798534798534,0.5810473815461346,273.0
Netatmo Welcome,0.20076726342711,0.157,0.17620650953984288,1000.0
Netatmo weather station,0.5803059273422562,0.607,0.5933528836754642,1000.0
PIX-STAR Photo-frame,0.6683417085427136,0.532,0.5924276169265033,1000.0
Phillip Hue Lightbulb,0.5770020533880903,0.562,0.569402228976697,1000.0
Samsung Galaxy Tab,0.2,0.383,0.262778730703259,1000.0
Samsung SmartCam,0.23058252427184467,0.285,0.2549194991055456,1000.0
Smart Things,0.34838709677419355,0.10800000000000001,0.1648854961832061,1000.0
TP-Link Day Night Cloud camera,0.6300505050505051,0.499,0.5569196428571429,1000.0
TP-Link Smart plug,0.7122692725298588,0.656,0.6829776158250911,1000.0
TPLink Router Bridge LAN,0.2119496855345912,0.337,0.2602316602316603,1000.0
Triby Speaker,0.05597014925373135,0.03,0.0390625,1000.0
iHome,0.636231884057971,0.43899999999999995,0.5195266272189349,1000.0
accuracy,0.3796182114141962,0.3796182114141962,0.3796182114141962,0.3796182114141962
macro avg,0.39622745014568606,0.3960228501657072,0.38090384679462636,20273.0
weighted avg,0.3946414750254887,0.3796182114141962,0.37372659874232306,20273.0
