,precision,recall,f1-score,support
Amazon Echo,0.7900656044985942,0.843,0.8156748911465893,1000.0
Awair air quality monitor,0.029411764705882353,0.002,0.003745318352059925,1000.0
Belkin Wemo switch,0.8435814455231931,0.782,0.8116242864556306,1000.0
Belkin wemo motion sensor,0.8868274582560296,0.4779999999999999,0.6211825860948669,1000.0
Dropcam,0.9903264812575575,0.819,0.8965517241379309,1000.0
HP Printer,0.7564216120460585,0.8539999999999999,0.8022545796148426,1000.0
Light Bulbs LiFX Smart Bulb,0.782319391634981,0.8230000000000001,0.8021442495126705,1000.0
MacBook,0.6792294807370184,0.8110000000000002,0.739288969917958,1000.0
NEST Protect smoke alarm,0.9083969465648855,0.8717948717948719,0.8897196261682243,273.0
Netatmo Welcome,0.8884120171673819,0.207,0.33576642335766416,1000.0
Netatmo weather station,0.8690721649484537,0.843,0.8558375634517766,1000.0
PIX-STAR Photo-frame,0.862102217936355,0.8939999999999999,0.8777614138438882,1000.0
Phillip Hue Lightbulb,0.8126126126126125,0.9019999999999999,0.8549763033175356,1000.0
Samsung Galaxy Tab,0.42216687422166876,0.678,0.5203376822716808,1000.0
Samsung SmartCam,0.438953488372093,0.453,0.4458661417322835,1000.0
Smart Things,0.9828897338403042,0.517,0.6775884665792923,1000.0
TP-Link Day Night Cloud camera,0.6888504753673294,0.797,0.7389893370421883,1000.0
TP-Link Smart plug,0.9278937381404175,0.978,0.9522882181110027,1000.0
TPLink Router Bridge LAN,0.24639651890127823,0.906,0.3874278383579217,1000.0
Triby Speaker,0.6226415094339622,0.132,0.21782178217821785,1000.0
iHome,0.9242424242424242,0.549,0.6888331242158093,1000.0
accuracy,0.6662062842203916,0.6662062842203916,0.6662062842203916,0.6662062842203916
macro avg,0.7310863790670705,0.6733235653235653,0.6636038345647636,20273.0
weighted avg,0.7247279327310121,0.6662062842203916,0.6554952082886467,20273.0
