,precision,recall,f1-score,support
Amazon Echo,0.31442365721182863,0.521,0.39217162213022205,1000.0
Awair air quality monitor,0.058333333333333334,0.007000000000000001,0.012499999999999999,1000.0
Belkin Wemo switch,0.7905491698595147,0.619,0.6943353897924847,1000.0
Belkin wemo motion sensor,0.6145404663923183,0.44800000000000006,0.5182186234817814,1000.0
Dropcam,0.8344370860927153,0.882,0.8575595527467186,1000.0
HP Printer,0.1832627118644068,0.173,0.1779835390946502,1000.0
Light Bulbs LiFX Smart Bulb,0.39185750636132316,0.308,0.3449048152295633,1000.0
MacBook,0.261519302615193,0.21000000000000002,0.23294509151414305,1000.0
NEST Protect smoke alarm,0.1768346595932803,0.9132420091324199,0.2962962962962963,219.0
Netatmo Welcome,0.6807980049875312,0.273,0.3897216274089936,1000.0
Netatmo weather station,0.5009009009009009,0.278,0.357556270096463,1000.0
PIX-STAR Photo-frame,0.5748502994011976,0.384,0.46043165467625896,1000.0
Phillip Hue Lightbulb,0.4797687861271676,0.664,0.5570469798657718,1000.0
Samsung Galaxy Tab,0.11722731906218145,0.23000000000000004,0.15530047265361244,1000.0
Samsung SmartCam,0.4437956204379562,0.304,0.36083086053412466,1000.0
Smart Things,0.5456012913640033,0.676,0.603841000446628,1000.0
TP-Link Day Night Cloud camera,0.5560711523588554,0.719,0.6271260357610118,1000.0
TP-Link Smart plug,0.48921484037963764,0.567,0.5252431681333951,1000.0
TPLink Router Bridge LAN,0.26393728222996515,0.303,0.2821229050279329,1000.0
Triby Speaker,0.5056497175141242,0.358,0.4192037470725995,1000.0
iHome,0.6484607745779544,0.653,0.6507224713502741,1000.0
accuracy,0.43409664177259016,0.43409664177259016,0.43409664177259016,0.43409664177259016
macro avg,0.4491444706031138,0.4519162861491629,0.424574386824425,20219.0
weighted avg,0.4596629909255173,0.43409664177259016,0.42952938898588044,20219.0
