,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,838,0,0,35,0,0,8,4,5,0,0,2,1,93,1,0,0,7,1,0,0
1,7,6,0,0,1,0,0,2,24,0,0,0,10,43,749,0,0,0,151,0,1
2,0,0,888,2,0,0,0,0,0,1,0,1,13,1,9,0,0,0,76,3,0
3,0,0,19,744,0,0,0,66,0,9,0,0,123,34,0,0,0,0,0,0,0
4,0,0,0,0,997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,0,0,4,0,0,890,0,0,0,0,4,28,2,4,0,0,0,10,3,49,0
6,57,0,0,0,0,0,644,0,0,20,0,12,0,57,0,25,0,1,64,2,40
7,0,0,0,3,0,0,0,887,1,0,6,0,0,98,0,0,0,0,0,0,0
8,0,0,0,0,0,2,1,0,271,0,2,0,0,1,4,0,4,0,0,0,0
9,0,0,0,0,0,0,0,0,0,991,0,1,0,2,0,1,0,0,1,0,0
10,0,0,0,0,0,0,1,0,5,0,317,16,0,41,4,3,50,1,2,0,1
11,2,1,0,0,0,0,0,0,0,0,11,938,0,9,0,0,0,19,0,15,0
12,1,0,29,0,0,0,0,1,0,0,2,0,866,12,64,0,0,0,22,0,0
13,4,0,0,1,0,0,0,10,0,0,0,0,0,964,0,0,0,0,17,1,0
14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,597,0,0,0,399,0,0
15,19,0,0,2,18,4,199,0,0,0,6,10,0,1,0,722,1,0,8,4,0
16,0,0,0,0,0,7,1,0,4,0,0,9,0,2,0,0,368,6,1,114,0
17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,986,0,12,0
18,7,7,5,8,2,23,9,9,0,1,1,1,23,81,9,4,0,0,796,4,1
19,12,0,11,0,0,1,0,0,10,0,0,4,54,15,3,0,0,8,32,222,0
20,0,0,0,0,0,0,311,0,0,0,1,0,0,0,0,1,13,7,0,8,653
