,precision,recall,f1-score,support
Amazon Echo,0.6737843159416375,0.6604,0.6662870604059752,1000.0
Awair air quality monitor,0.14666666666666667,0.0454,0.06895103019643431,1000.0
Belkin Wemo switch,0.6210974594789702,0.6636,0.6350834276880735,1000.0
Belkin wemo motion sensor,0.3965878709892713,0.24420000000000003,0.2949145599688325,1000.0
Dropcam,0.8008461743812436,0.6266,0.7009595187934747,1000.0
HP Printer,0.5925511050091468,0.5622,0.5739871395636702,1000.0
Light Bulbs LiFX Smart Bulb,0.49896507637916176,0.6544000000000001,0.5611978155820696,1000.0
MacBook,0.47407387321185857,0.6812,0.5554624837742963,1000.0
NEST Protect smoke alarm,0.7071642601431357,0.7362637362637363,0.7147307703783395,273.0
Netatmo Welcome,0.42957541277298195,0.23620000000000002,0.3014100563065823,1000.0
Netatmo weather station,0.6027014089361784,0.5900000000000001,0.5914163015497497,1000.0
PIX-STAR Photo-frame,0.742478239586605,0.7729999999999999,0.754957664287458,1000.0
Phillip Hue Lightbulb,0.42670653172935663,0.32280000000000003,0.3662428015036897,1000.0
Samsung Galaxy Tab,0.3645082944357468,0.5502,0.4366195152513984,1000.0
Samsung SmartCam,0.5485309233265901,0.267,0.3497826124564697,1000.0
Smart Things,0.8641316741035711,0.321,0.46462219014075307,1000.0
TP-Link Day Night Cloud camera,0.65224006619501,0.5992,0.6167315434254089,1000.0
TP-Link Smart plug,0.7520761120732289,0.9158,0.8173337834407721,1000.0
TPLink Router Bridge LAN,0.1744256742310844,0.6956,0.278237985558562,1000.0
Triby Speaker,0.26587243986458214,0.046,0.07621920338523713,1000.0
iHome,0.16089560522865562,0.069,0.09299518297927228,1000.0
accuracy,0.4796922014502047,0.4796922014502047,0.4796922014502047,0.4796922014502047
macro avg,0.5188513897468896,0.48857446363160656,0.47229250698269143,20273.0
weighted avg,0.5120983952824261,0.4796922014502047,0.46359854863964217,20273.0
