,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,4,3,7,24,12,63,522,13,8,6,0,0,0,1,27,225,57,11,3,7,7
1,0,0,0,1,0,4,5,5,2,0,0,0,0,0,9,947,2,21,0,1,3
2,4,0,19,254,443,157,47,5,0,16,0,0,0,1,53,0,0,0,0,1,0
3,0,0,4,108,53,5,128,504,0,16,4,14,0,0,111,15,2,36,0,0,0
4,0,0,0,46,25,10,589,0,0,16,0,0,0,0,258,56,0,0,0,0,0
5,0,0,4,30,15,21,731,143,0,39,0,0,0,0,0,15,1,0,0,0,1
6,0,0,0,0,0,0,940,0,0,0,0,0,0,1,4,19,31,0,0,0,5
7,11,0,28,63,174,67,8,279,1,46,0,1,0,40,262,6,1,0,3,9,1
8,0,0,0,0,0,0,31,39,0,0,0,0,0,2,142,18,2,109,1,19,0
9,0,0,101,54,62,5,174,8,0,587,0,0,0,0,0,4,1,2,0,2,0
10,0,0,1,0,0,7,481,3,14,0,44,0,0,0,13,83,281,18,1,3,51
11,0,0,25,0,0,6,289,19,16,1,7,111,0,1,10,55,358,37,0,30,35
12,7,0,5,148,253,319,0,63,5,19,0,0,5,0,158,1,0,0,0,17,0
13,8,4,20,39,12,64,165,283,12,20,2,11,1,2,154,110,11,34,0,47,1
14,0,0,1,46,20,254,30,24,0,0,0,0,0,0,604,21,0,0,0,0,0
15,0,0,0,0,0,0,988,2,0,0,0,0,0,0,1,1,4,0,0,1,3
16,0,0,0,0,0,1,678,1,0,0,1,0,0,0,10,19,256,5,0,0,29
17,14,0,2,0,0,12,761,39,0,0,0,0,0,1,19,67,5,65,1,1,13
18,1,0,27,39,15,28,342,75,1,65,1,0,0,1,294,90,10,2,0,7,2
19,0,0,0,3,0,145,218,91,0,1,0,0,0,0,249,226,66,0,0,1,0
20,0,0,0,0,0,2,956,12,1,0,0,0,0,0,9,4,6,4,0,1,5
