,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,31,30,3,31,411,154,295,5,0,0,6,0,22,2,10,0,0,0,0,0,0
1,5,298,6,60,5,0,0,4,0,0,5,0,18,0,599,0,0,0,0,0,0
2,0,3,392,114,1,0,1,110,0,89,0,0,238,6,46,0,0,0,0,0,0
3,4,17,223,0,17,1,0,322,0,89,1,0,312,0,14,0,0,0,0,0,0
4,3,150,53,0,344,0,7,4,0,2,58,0,307,0,72,0,0,0,0,0,0
5,74,18,39,36,54,315,441,6,0,1,4,2,2,0,8,0,0,0,0,0,0
6,8,0,0,0,26,862,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,5,468,6,6,7,1,1,0,46,10,0,420,0,28,0,0,0,0,0,0
8,7,27,0,0,14,47,12,0,0,0,8,0,14,0,160,0,0,0,0,0,0
9,12,0,11,9,1,233,17,227,0,490,0,0,0,0,0,0,0,0,0,0,0
10,24,33,0,4,22,193,59,0,0,0,111,0,0,0,0,0,0,0,0,0,0
11,103,46,0,182,116,366,145,0,0,0,0,5,1,0,36,0,0,0,0,0,0
12,0,58,17,11,1,0,0,3,0,4,70,0,623,0,213,0,0,0,0,0,0
13,15,29,12,26,227,308,345,2,0,0,2,0,16,0,18,0,0,0,0,0,0
14,0,0,2,0,0,0,0,0,0,0,1,0,120,0,877,0,0,0,0,0,0
15,25,1,0,1,66,711,194,0,0,0,0,2,0,0,0,0,0,0,0,0,0
16,18,0,0,0,75,381,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,59,18,0,74,334,158,302,0,0,0,0,5,7,0,43,0,0,0,0,0,0
18,9,10,60,14,105,89,61,86,0,20,26,0,73,2,445,0,0,0,0,0,0
19,34,16,39,58,22,33,63,22,0,0,1,0,75,1,12,0,0,0,0,0,0
20,40,0,0,0,1,895,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0
