,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,439,15,2,5,7,91,11,10,2,4,2,44,3,62,28,49,26,149,37,11,3
1,66,7,0,1,0,17,0,419,1,1,0,5,0,7,0,123,18,24,308,1,2
2,0,0,745,84,1,70,0,1,0,32,3,1,28,0,3,1,1,0,13,17,0
3,36,4,62,402,0,24,13,85,0,76,0,12,1,198,2,4,12,13,44,9,3
4,9,0,0,1,885,4,23,3,0,6,3,0,3,1,0,47,2,0,11,2,0
5,32,0,16,6,1,122,73,14,2,352,3,7,5,14,36,5,79,29,187,12,5
6,52,1,0,5,11,110,166,36,16,30,12,16,0,7,0,212,66,43,162,0,55
7,8,50,199,56,11,21,1,243,82,17,5,12,125,33,56,2,1,7,27,44,0
8,2,3,0,0,0,47,2,4,217,32,2,2,0,0,0,2,0,46,4,0,0
9,4,0,90,141,4,15,9,1,3,372,0,5,1,4,0,39,6,26,275,3,2
10,32,10,5,2,1,73,12,32,1,24,214,65,1,11,0,116,242,122,27,2,8
11,25,5,0,0,0,31,6,8,1,4,163,539,0,34,0,36,40,79,19,0,10
12,16,13,75,95,29,6,0,25,0,1,1,0,607,1,33,0,7,0,31,58,2
13,85,60,4,21,5,21,32,192,37,15,10,33,20,143,60,26,9,56,102,36,33
14,27,27,0,7,5,9,0,6,28,22,4,6,402,26,346,1,1,2,60,21,0
15,3,0,0,0,93,11,83,1,1,2,3,0,0,1,0,647,11,6,130,0,8
16,143,3,0,0,1,13,9,0,2,4,145,7,0,7,2,18,492,29,119,0,6
17,80,27,0,0,0,29,9,1,2,3,0,22,0,18,1,11,58,666,66,0,7
18,113,8,33,10,26,24,18,46,14,9,11,9,53,48,109,47,5,22,322,13,60
19,105,3,0,2,39,73,44,25,1,50,60,42,57,68,44,67,12,77,47,173,11
20,11,4,0,0,1,14,47,3,12,45,4,6,0,3,1,71,14,9,215,0,540
