,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,869,9,0,37,0,16,18,1,2,0,0,2,0,32,1,0,0,10,0,3,0
1,15,6,0,0,4,0,0,0,14,1,0,0,4,56,541,0,0,0,353,0,6
2,1,0,969,0,0,1,0,1,0,1,0,0,2,3,1,0,0,0,19,2,0
3,17,0,31,655,2,0,0,101,0,0,0,0,147,42,2,0,0,0,3,0,0
4,0,0,0,1,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,3,0,0,914,0,0,0,0,16,18,0,1,0,0,1,28,9,10,0
6,5,0,0,0,0,1,824,0,1,9,0,0,0,3,0,2,5,0,6,1,69
7,1,0,0,9,0,5,0,907,3,0,11,0,0,61,2,0,0,0,1,0,0
8,0,0,1,0,0,10,0,0,255,0,5,0,0,0,1,0,3,1,12,1,0
9,0,0,4,2,1,2,0,0,0,859,20,0,0,4,1,89,0,0,17,1,0
10,0,0,0,0,0,0,0,0,12,6,370,26,0,0,0,0,27,0,5,0,0
11,1,14,0,0,0,1,4,0,2,0,9,916,0,7,0,0,0,9,19,16,2
12,4,0,6,0,0,0,0,0,1,0,3,1,896,0,25,0,0,0,64,0,0
13,2,0,0,0,0,1,0,3,0,0,0,0,0,271,0,0,0,0,723,0,0
14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,602,0,0,0,397,0,0
15,25,9,1,6,2,15,182,0,0,2,10,0,0,5,0,682,0,0,59,1,1
16,0,0,0,0,0,82,3,0,4,1,7,0,0,0,0,1,407,7,0,3,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992,0,8,0
18,5,4,5,0,0,11,6,7,0,0,0,3,0,8,4,0,0,0,946,1,0
19,0,0,82,0,0,15,0,2,4,1,0,4,0,7,0,0,0,1,18,242,0
20,0,0,0,0,0,6,71,0,0,0,1,0,0,0,0,0,258,2,3,13,646
