,precision,recall,f1-score,support
Amazon Echo,0.06855299164629922,0.1466,0.06338141709290737,1000.0
Awair air quality monitor,0.0009968851221883028,0.0008,0.0008876561015892246,1000.0
Belkin Wemo switch,0.3642788418506515,0.12179999999999999,0.16671637058435246,1000.0
Belkin wemo motion sensor,0.05283972248282659,0.1076,0.06613096466252874,1000.0
Dropcam,0.0,0.0,0.0,1000.0
HP Printer,0.03234529226840398,0.085,0.04029757712770817,1000.0
Light Bulbs LiFX Smart Bulb,0.002719607436588569,0.0034000000000000002,0.0030119386131175914,1000.0
MacBook,0.320955351941816,0.24359999999999998,0.22865685460686364,1000.0
NEST Protect smoke alarm,0.05314950388345906,0.03526170798898072,0.040067252008219686,363.0
Netatmo Welcome,0.3364151366373777,0.4326,0.33294512015179356,1000.0
Netatmo weather station,0.25847176079734224,0.0178,0.02745571108368956,1000.0
PIX-STAR Photo-frame,0.08578845891611761,0.7172000000000001,0.14769480188122674,1000.0
Phillip Hue Lightbulb,0.0,0.0,0.0,1000.0
Samsung Galaxy Tab,0.4530071778808672,0.20059999999999997,0.2749411509682399,1000.0
Samsung SmartCam,0.41303296915600407,0.5882000000000001,0.4669643960581002,1000.0
Smart Things,0.0,0.0,0.0,1000.0
TP-Link Day Night Cloud camera,0.0,0.0,0.0,1000.0
TP-Link Smart plug,0.0,0.0,0.0,1000.0
TPLink Router Bridge LAN,0.0,0.0,0.0,1000.0
Triby Speaker,0.0,0.0,0.0,1000.0
iHome,0.0,0.0,0.0,1000.0
accuracy,0.13151303835387712,0.13151303835387712,0.13151303835387712,0.13151303835387712
macro avg,0.11631208095333057,0.12859341466614194,0.08853101004477795,20363.0
weighted avg,0.11828794706311341,0.13151303835387712,0.09004706435255615,20363.0
