,precision,recall,f1-score,support
Amazon Echo,0.605390165651969,0.7192000000000001,0.657332070505362,1000.0
Awair air quality monitor,0.5903012546014574,0.023,0.04322745352611271,1000.0
Belkin Wemo switch,0.8208153725381431,0.7824,0.801143287137107,1000.0
Belkin wemo motion sensor,0.8200411905252359,0.483,0.6073695187516206,1000.0
Dropcam,0.8333856910841799,0.7864000000000001,0.809137794780578,1000.0
HP Printer,0.927262748228307,0.7772,0.8447711420470625,1000.0
Light Bulbs LiFX Smart Bulb,0.6630163393232443,0.5426,0.5962729558584308,1000.0
MacBook,0.49112749351814317,0.9176,0.6397475741716558,1000.0
NEST Protect smoke alarm,0.8750725851294435,0.9186813186813187,0.8952919519331728,273.0
Netatmo Welcome,0.549787654713412,0.1916,0.28395460102669234,1000.0
Netatmo weather station,0.9589582929340391,0.8318,0.890692090108846,1000.0
PIX-STAR Photo-frame,0.7373527311091683,0.9343999999999999,0.8233814301383227,1000.0
Phillip Hue Lightbulb,0.9159568191184073,0.877,0.8959938652631788,1000.0
Samsung Galaxy Tab,0.22622191578230436,0.24059999999999998,0.2323323846992706,1000.0
Samsung SmartCam,0.4242084937312979,0.5058,0.4602304668080389,1000.0
Smart Things,0.9862623090109487,0.6022000000000001,0.7477779031310245,1000.0
TP-Link Day Night Cloud camera,0.8588007449605606,0.7130000000000001,0.7777374778790251,1000.0
TP-Link Smart plug,0.957489596632772,0.9684000000000001,0.9629117593778556,1000.0
TPLink Router Bridge LAN,0.22935865216630252,0.8530000000000001,0.3614938449912545,1000.0
Triby Speaker,0.7074914708172841,0.13340000000000002,0.22439671514239662,1000.0
iHome,0.9640742057401861,0.6327999999999999,0.7640659427535674,1000.0
accuracy,0.6297143984610072,0.6297143984610072,0.6297143984610072,0.6297143984610072
macro avg,0.7210655108246099,0.6397181580324437,0.6342505823824084,20273.0
weighted avg,0.7155427395021803,0.6297143984610072,0.6248895072744616,20273.0
