,precision,recall,f1-score,support
Amazon Echo,0.0,0.0,0.0,1000.0
Awair air quality monitor,0.0,0.0,0.0,1000.0
Belkin Wemo switch,0.0,0.0,0.0,1000.0
Belkin wemo motion sensor,0.0,0.0,0.0,1000.0
Dropcam,1.0,0.007,0.013902681231380339,1000.0
HP Printer,0.0,0.0,0.0,1000.0
Light Bulbs LiFX Smart Bulb,0.0,0.0,0.0,1000.0
MacBook,0.0,0.0,0.0,1000.0
NEST Protect smoke alarm,0.9393939393939394,0.11355311355311355,0.2026143790849673,273.0
Netatmo Welcome,0.0,0.0,0.0,1000.0
Netatmo weather station,0.0,0.0,0.0,1000.0
PIX-STAR Photo-frame,0.9629629629629629,0.026,0.05063291139240506,1000.0
Phillip Hue Lightbulb,0.05023610971566362,1.0,0.09566631589017507,1000.0
Samsung Galaxy Tab,0.0,0.0,0.0,1000.0
Samsung SmartCam,0.0,0.0,0.0,1000.0
Smart Things,1.0,0.001,0.0019980019980019984,1000.0
TP-Link Day Night Cloud camera,1.0,0.123,0.21905609973285842,1000.0
TP-Link Smart plug,1.0,0.174,0.29642248722316866,1000.0
TPLink Router Bridge LAN,1.0,0.002,0.003992015968063872,1000.0
Triby Speaker,0.0,0.0,0.0,1000.0
iHome,0.0,0.0,0.0,1000.0
accuracy,0.06728160607704829,0.06728160607704829,0.06728160607704829,0.06728160607704829
macro avg,0.33107585771774123,0.0688834815977673,0.04210880440576289,20273.0
weighted avg,0.3092612646442644,0.06728160607704829,0.036352993583892344,20273.0
