Feature,Dataset,Folder,T,CV,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
arp.duplicate-address-detected,DD22T,DD,0.0,2.0,0.06343528529132,0.0476190476190476,0.0030207278710152,0.0476190476190476,0.0056810751209703,0.0,0.0,0.006273460388183561,0.012502145767211901
arp.duplicate-address-frame,DD22T,DD,0.0,2.0,0.06343528529132,0.0476190476190476,0.0030207278710152,0.0476190476190476,0.0056810751209703,0.0,0.0,0.012504434585571243,0.00625061988830566
arp.hw.size,DD22T,DD,0.0,2.0,0.06343528529132,0.0476190476190476,0.0030207278710152,0.0476190476190476,0.0056810751209703,0.0,0.0,0.010706138610839841,0.009420919418334919
arp.hw.type,DD22T,DD,0.0,2.0,0.06343528529132,0.0476190476190476,0.0030207278710152,0.0476190476190476,0.0056810751209703,0.0,0.0,0.01272377967834468,0.012499999999999959
arp.isannouncement,DD22T,DD,0.0,2.0,0.06343528529132,0.0476190476190476,0.0030207278710152,0.0476190476190476,0.0056810751209703,0.0,0.0,0.01013865470886226,0.00884943008422848
arp.isgratuitous,DD22T,DD,0.0,2.0,0.06343528529132,0.0476190476190476,0.0030207278710152,0.0476190476190476,0.0056810751209703,0.0,0.0,0.01576066017150874,0.0
arp.isprobe,DD22T,DD,0.0,2.0,0.06343528529132,0.0476190476190476,0.0030207278710152,0.0476190476190476,0.0056810751209703,0.0,0.0,0.009417438507080059,0.00624780654907226
arp.opcode,DD22T,DD,0.0,2.0,0.06343528529132,0.0476190476190476,0.0030207278710152,0.0476190476190476,0.0056810751209703,0.0,0.0,0.008393144607543899,0.01362414360046382
arp.proto.size,DD22T,DD,0.0,2.0,0.06343528529132,0.0476190476190476,0.0030207278710152,0.0476190476190476,0.0056810751209703,0.0,0.0,0.01356711387634274,0.00313010215759276
arp.proto.type,DD22T,DD,0.0,2.0,0.06343528529132,0.0476190476190476,0.0030207278710152,0.0476190476190476,0.0056810751209703,0.0,0.0,0.015659856796264603,0.0062499999999999795
arp.seconds-since-duplicate-address-frame,DD22T,DD,0.0,2.0,0.06343528529132,0.0476190476190476,0.0030207278710152,0.0476190476190476,0.0056810751209703,0.0,0.0,0.0081858158111572,0.0093802452087402
dhcp.flags.bc,DD22T,DD,0.0,2.0,0.0724247417708291,0.0634057971014492,0.0462885032216068,0.0634057971014492,0.0288636591484303,0.0099794325108846,0.0,0.012530136108398421,0.006261825561523419
dhcp.flags,DD22T,DD,0.0,2.0,0.0724247417708291,0.0634057971014492,0.0462885032216068,0.0634057971014492,0.0288636591484303,0.0099794325108846,0.0,0.015665102005004837,0.006770133972167939
dhcp.flags.reserved,DD22T,DD,0.0,2.0,0.0724247417708291,0.0634057971014492,0.045940283178715,0.0634057971014492,0.0288135426602718,0.009981518316857,0.0,0.012564945220947237,0.006257820129394499
dhcp.hops,DD22T,DD,0.0,2.0,0.0724247417708291,0.0634057971014492,0.045940283178715,0.0634057971014492,0.0288135426602718,0.009981518316857,0.0,0.01334042549133294,0.00498952865600582
dhcp.hw.addr_padding,DD22T,DD,0.0,2.0,0.0724247417708291,0.0634057971014492,0.045940283178715,0.0634057971014492,0.0288135426602718,0.009981518316857,0.0,0.0062368869781494005,0.01020088195800778
dhcp.hw.len,DD22T,DD,0.0,2.0,0.0724247417708291,0.0634057971014492,0.045940283178715,0.0634057971014492,0.0288135426602718,0.009981518316857,0.0,0.007673215866088839,0.014301776885986281
dhcp.hw.type,DD22T,DD,0.0,2.0,0.0724247417708291,0.0634057971014492,0.045940283178715,0.0634057971014492,0.0288135426602718,0.009981518316857,0.0,0.01123504638671868,0.0069984436035156
dhcp.id,DD22T,DD,0.0,2.0,0.0717414894899722,0.0621891947602342,0.097536697048661,0.0621891947602342,0.027512929024849996,0.0092365061077576,0.0,0.01577053070068356,0.0093983173370361
dhcp.option.dhcp,DD22T,DD,0.0,2.0,0.0724381388743753,0.0634153899796964,0.0936169774401679,0.0634153899796964,0.0288410622125355,0.0099952597253913,0.0,0.015738868713378838,0.00875024795532222
dhcp.option.dhcp_max_message_size,DD22T,DD,0.0,2.0,0.0715673271438715,0.0618197574072681,0.0957985096510228,0.0618197574072681,0.0274213733965619,0.0090100578209572,0.0,0.010513114929199199,0.00849161148071286
dhcp.option.end,DD22T,DD,0.0,2.0,0.0724247417708291,0.0634057971014492,0.045940283178715,0.0634057971014492,0.0288135426602718,0.009981518316857,0.0,0.015789413452148397,0.0033463954925537
dhcp.option.interface_mtu,DD22T,DD,0.0,2.0,0.06343528529132,0.0476190476190476,0.0030207278710152,0.0476190476190476,0.0056810751209703,0.0,0.0,0.0085909843444824,0.01250429153442382
dhcp.option.ip_address_lease_time,DD22T,DD,0.0,2.0,0.0634486823948662,0.0476286404972948,0.008312097426978,0.0476286404972948,0.0057008703577,1.3909551891733152e-05,0.0,0.009995079040527299,0.00939269065856932
dhcp.option.padding,DD22T,DD,0.0,2.0,0.0724247417708291,0.0634057971014492,0.0464643707492497,0.0634057971014492,0.0288881427869555,0.0099768909563761,0.0,0.00939369201660154,0.00939612388610836
dhcp.option.rebinding_time_value,DD22T,DD,0.0,2.0,0.0634486823948662,0.0476286404972948,0.050639815959609105,0.0476286404972948,0.0057003285840605,1.4260629785489698e-05,0.0,0.0031452178955078,0.012518930435180643
dhcp.option.renewal_time_value,DD22T,DD,0.0,2.0,0.0634486823948662,0.0476286404972948,0.050639815959609105,0.0476286404972948,0.0057003285840605,1.4260629785489698e-05,0.0,0.013543224334716757,0.00544686317443846
dhcp.secs,DD22T,DD,0.0,2.0,0.0724247417708291,0.0634057971014492,0.0468213596639991,0.0634057971014492,0.028938878689876303,0.0099734263343751,0.0,0.00759220123291012,0.01134190559387204
dhcp.type,DD22T,DD,0.0,2.0,0.0724381388743753,0.0634153899796964,0.0936169774401679,0.0634153899796964,0.0288410622125355,0.0099952597253913,0.0,0.00939540863037106,0.00625123977661132
dns.count.add_rr,DD22T,DD,0.0,2.0,0.0733491419155178,0.055774642663060404,0.0669156075936691,0.055774642663060404,0.0161117349239621,0.0104304267008074,0.0,0.012416458129882759,0.012513732910156219
dns.count.answers,DD22T,DD,0.0,2.0,0.0753185161368112,0.0561090572336709,0.0637794081655073,0.0561090572336709,0.019147720088426,0.0123564800498837,0.0,0.01171760559082028,0.01252417564392086
dns.count.auth_rr,DD22T,DD,0.0,2.0,0.0728936403949466,0.055113114950089505,0.087251682314859,0.055113114950089505,0.0146168524178792,0.0099406219204103,0.0,0.01192030906677242,0.00949211120605464
dns.count.queries,DD22T,DD,0.0,2.0,0.0718352692147957,0.05492932551994241,0.1088018322161195,0.05492932551994241,0.0183909177051623,0.0090112411237757,0.0,0.01383852958679196,0.014445066452026301
dns.extraneous,DD22T,DD,0.0,2.0,0.06343528529132,0.0476190476190476,0.0030207278710152,0.0476190476190476,0.0056810751209703,0.0,0.0,0.012521839141845658,0.01057744026184078
dns.extraneous.data,DD22T,DD,0.0,2.0,0.06343528529132,0.0476190476190476,0.0030207278710152,0.0476190476190476,0.0056810751209703,0.0,0.0,0.01147499084472654,0.00350408554077148
dns.extraneous.length,DD22T,DD,0.0,2.0,0.06343528529132,0.0476190476190476,0.0030207278710152,0.0476190476190476,0.0056810751209703,0.0,0.0,0.00937905311584468,0.00796322822570796
dns.flags.authenticated,DD22T,DD,0.0,2.0,0.0735233042616186,0.054842484939181105,0.026971554431358895,0.054842484939181105,0.0168832690077283,0.0107061327522957,0.0,0.009393739700317361,0.00938005447387692
dns.flags.authoritative,DD22T,DD,0.0,2.0,0.0754390900687271,0.057348750603341506,0.05980540749290329,0.057348750603341506,0.0222650747217312,0.0130697227857936,0.0,0.009377908706665019,0.010709667205810541
dns.flags.checkdisable,DD22T,DD,0.0,2.0,0.0724515359779215,0.054720231149636,0.0118689339444258,0.054720231149636,0.0137938783359907,0.0094673955038568,0.0,0.00961127281188962,0.00936675071716306
dns.flags,DD22T,DD,0.0,2.0,0.0814945808716155,0.0616422738873759,0.1054762345294862,0.0616422738873759,0.0300397505885318,0.0192177352077342,0.0,0.01080727577209468,0.004931497573852519
dns.flags.opcode,DD22T,DD,0.0,2.0,0.0724515359779215,0.054720231149636,0.0118689339444258,0.054720231149636,0.0137938783359907,0.0094673955038568,0.0,0.00624918937683102,0.015522432327270439
dns.flags.rcode,DD22T,DD,0.0,2.0,0.0735233042616186,0.054842484939181105,0.026971554431358895,0.054842484939181105,0.0168832690077283,0.0107061327522957,0.0,0.01010594367980954,0.009399890899658179
dns.flags.recavail,DD22T,DD,0.0,2.0,0.0754390900687271,0.057348750603341506,0.05980540749290329,0.057348750603341506,0.0222650747217312,0.0130697227857936,0.0,0.01171565055847164,0.00404624938964842
dns.flags.recdesired,DD22T,DD,0.0,2.0,0.0694907760942084,0.0519125709030819,0.0190941749596685,0.0519125709030819,0.0126165770257396,0.0062099296396855,0.0,0.0085062980651855,0.00869083404541012
dns.flags.response,DD22T,DD,0.0,2.0,0.075117559583618,0.0557870868172719,0.0290990017115396,0.0557870868172719,0.018363163712163,0.0121214743687791,0.0,0.01251783370971676,0.01248712539672848
dns.flags.truncated,DD22T,DD,0.0,2.0,0.0724515359779215,0.054720231149636,0.0118689339444258,0.054720231149636,0.0137938783359907,0.0094673955038568,0.0,0.012530374526977481,0.009400367736816382
dns.flags.z,DD22T,DD,0.0,2.0,0.0724515359779215,0.054720231149636,0.0118689339444258,0.054720231149636,0.0137938783359907,0.0094673955038568,0.0,0.011087608337402301,0.0108885765075683
dns.id,DD22T,DD,0.0,2.0,0.0691960398161917,0.0526615944476065,0.0712751398200971,0.0526615944476065,0.014550366156163699,0.0062825086497362,0.0,0.01798658370971672,0.007771682739257759
dns.response_to,DD22T,DD,0.0,2.0,0.0726658896346609,0.054228540731361,0.0503276889889272,0.054228540731361,0.0173334175342034,0.0098409336567099,0.0,0.008235311508178661,0.011942005157470681
dns.retransmission,DD22T,DD,0.0,2.0,0.06343528529132,0.0476190476190476,0.0030207278710152,0.0476190476190476,0.0056810751209703,0.0,0.0,0.00937476158142088,0.0093771457672119
dns.retransmit_request,DD22T,DD,0.0,2.0,0.06343528529132,0.0476190476190476,0.0030207278710152,0.0476190476190476,0.0056810751209703,0.0,0.0,0.012496900558471639,0.012519693374633739
dns.retransmit_request_in,DD22T,DD,0.0,2.0,0.0617740444515895,0.046452824068636,0.005772207704324,0.046452824068636,0.0058038398367285,-0.0017083988670214,0.0,0.012653541564941358,0.006270694732665979
dns.retransmit_response,DD22T,DD,0.0,2.0,0.06343528529132,0.0476190476190476,0.0030225905931363,0.0476190476190476,0.0056843692451013,1.7912565537514524e-05,0.0,0.014921760559082,0.00312390327453612
dns.retransmit_response_in,DD22T,DD,0.0,2.0,0.0639041839154374,0.0481773949110632,0.050641638212183905,0.0481773949110632,0.006788122004483201,0.0005122107971955,0.0,0.0153373718261718,0.00624222755432128
dns.soa.expire_limit,DD22T,DD,0.0,2.0,0.0634888737055048,0.0476574191320363,0.05063993737475421,0.0476574191320363,0.0057580426510784,5.704252665161835e-05,0.0,0.0061726093292236005,0.008697319030761699
dns.soa.minimum_ttl,DD22T,DD,0.0,2.0,0.0634486823948662,0.0476286404972948,0.050639815959609105,0.0476286404972948,0.0057003285840605,1.4260629785489698e-05,0.0,0.01390681266784662,0.007890701293945302
dns.soa.refresh_interval,DD22T,DD,0.0,2.0,0.0634888737055048,0.0476574191320363,0.05063993737475421,0.0476574191320363,0.0057580426510784,5.704252665161835e-05,0.0,0.01026844978332516,0.00941195487976072
dns.soa.retry_interval,DD22T,DD,0.0,2.0,0.0634888737055048,0.0476574191320363,0.05063993737475421,0.0476574191320363,0.0057580426510784,5.704252665161835e-05,0.0,0.00949182510375974,0.01250019073486322
dns.soa.serial_number,DD22T,DD,0.0,2.0,0.0634486823948662,0.0476286404972948,0.050639815959609105,0.0476286404972948,0.0057003285840605,1.4260629785489698e-05,0.0,0.006247138977050761,0.015641641616821262
dns.srv.port,DD22T,DD,0.0,2.0,0.065257291373605,0.05000262894999731,0.0425391156692646,0.05000262894999731,0.0102288705887328,0.0021945663206018,0.0,0.009604501724243139,0.01248583793640132
dns.srv.priority,DD22T,DD,0.0,2.0,0.065257291373605,0.05000262894999731,0.0120448583457389,0.05000262894999731,0.0095015906461592,0.0022232388169034,0.0,0.012041950225830041,0.009377908706665
dns.srv.weight,DD22T,DD,0.0,2.0,0.065257291373605,0.05000262894999731,0.0120448583457389,0.05000262894999731,0.0095015906461592,0.0022232388169034,0.0,0.012643003463745061,0.00623641014099118
dns.time,DD22T,DD,0.0,2.0,0.0735367013651648,0.054858437718953004,0.0980381935174492,0.054858437718953004,0.0183030140733627,0.0107530717224206,0.0,0.014725828170776301,0.007892322540283181
