Feature,Dataset,Folder,T,CV,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
arp.duplicate-address-detected,DD12,DD,0.0,2.0,0.0595010818378516,0.0476190476190476,0.0028333848494215,0.0476190476190476,0.005348526581033,0.0,0.0,0.012573671340942342,0.01230430603027338
arp.duplicate-address-frame,DD12,DD,0.0,2.0,0.0595010818378516,0.0476190476190476,0.0028333848494215,0.0476190476190476,0.005348526581033,0.0,0.0,0.01090703010559076,0.011241436004638599
arp.hw.size,DD12,DD,0.0,2.0,0.0595010818378516,0.0476190476190476,0.0028333848494215,0.0476190476190476,0.005348526581033,0.0,0.0,0.01081871986389158,0.01134095191955564
arp.hw.type,DD12,DD,0.0,2.0,0.0595010818378516,0.0476190476190476,0.0028333848494215,0.0476190476190476,0.005348526581033,0.0,0.0,0.00942726135253904,0.00901327133178708
arp.isannouncement,DD12,DD,0.0,2.0,0.0595010818378516,0.0476190476190476,0.0028333848494215,0.0476190476190476,0.005348526581033,0.0,0.0,0.009385871887207001,0.01565790176391598
arp.isgratuitous,DD12,DD,0.0,2.0,0.0595010818378516,0.0476190476190476,0.0028333848494215,0.0476190476190476,0.005348526581033,0.0,0.0,0.013218498229980441,0.0086964130401611
arp.isprobe,DD12,DD,0.0,2.0,0.0595010818378516,0.0476190476190476,0.0028333848494215,0.0476190476190476,0.005348526581033,0.0,0.0,0.00825600624084472,0.00916352272033686
arp.opcode,DD12,DD,0.0,2.0,0.0595010818378516,0.0476190476190476,0.0028333848494215,0.0476190476190476,0.005348526581033,0.0,0.0,0.009430265426635701,0.01417746543884274
arp.proto.size,DD12,DD,0.0,2.0,0.0595010818378516,0.0476190476190476,0.0028333848494215,0.0476190476190476,0.005348526581033,0.0,0.0,0.00623321533203122,0.013360214233398398
arp.proto.type,DD12,DD,0.0,2.0,0.0595010818378516,0.0476190476190476,0.0028333848494215,0.0476190476190476,0.005348526581033,0.0,0.0,0.011890983581542919,0.014013290405273382
arp.seconds-since-duplicate-address-frame,DD12,DD,0.0,2.0,0.0595010818378516,0.0476190476190476,0.0028333848494215,0.0476190476190476,0.005348526581033,0.0,0.0,0.013840723037719679,0.0144238471984863
dhcp.flags.bc,DD12,DD,0.0,2.0,0.0782614229349624,0.0662415782954167,0.0484201337003814,0.0662415782954167,0.0320124216470219,0.0201832115745076,0.0,0.01262183189392086,0.01576828956604
dhcp.flags,DD12,DD,0.0,2.0,0.0782614229349624,0.0662415782954167,0.0484201337003814,0.0662415782954167,0.0320124216470219,0.0201832115745076,0.0,0.00903363227844234,0.010254192352294859
dhcp.flags.reserved,DD12,DD,0.0,2.0,0.0782614229349624,0.0662415782954167,0.0483033695733345,0.0662415782954167,0.0319924980540011,0.0201838999546605,0.0,0.010420370101928662,0.010913038253784141
dhcp.hops,DD12,DD,0.0,2.0,0.0782614229349624,0.0662415782954167,0.0483033695733345,0.0662415782954167,0.0319924980540011,0.0201838999546605,0.0,0.01566634178161616,0.017324829101562418
dhcp.hw.addr_padding,DD12,DD,0.0,2.0,0.0782614229349624,0.0662415782954167,0.0483033695733345,0.0662415782954167,0.0319924980540011,0.0201838999546605,0.0,0.00962896347045896,0.01547737121582026
dhcp.hw.len,DD12,DD,0.0,2.0,0.0782614229349624,0.0662415782954167,0.0483033695733345,0.0662415782954167,0.0319924980540011,0.0201838999546605,0.0,0.01254334449768064,0.00937409400939938
dhcp.hw.type,DD12,DD,0.0,2.0,0.0782614229349624,0.0662415782954167,0.0483033695733345,0.0662415782954167,0.0319924980540011,0.0201838999546605,0.0,0.008476114273071239,0.010098361968994081
dhcp.id,DD12,DD,0.0,2.0,0.0759068346697212,0.0640668460342175,0.06839769451974,0.0640668460342175,0.029995298750945497,0.0177069223703557,0.0,0.01010913848876948,0.01043410301208492
dhcp.option.dhcp,DD12,DD,0.0,2.0,0.078337787959781,0.0663026936506497,0.048482226447102,0.0663026936506497,0.0320289905185515,0.0202641666343609,0.0,0.0077875614166259405,0.00940504074096676
dhcp.option.dhcp_max_message_size,DD12,DD,0.0,2.0,0.0773959526536846,0.0654081702457408,0.0734476917965741,0.0654081702457408,0.0313164104131752,0.019247801763923,0.0,0.011356973648071238,0.01504483222961422
dhcp.option.end,DD12,DD,0.0,2.0,0.0782614229349624,0.0662415782954167,0.0483033695733345,0.0662415782954167,0.0319924980540011,0.0201838999546605,0.0,0.01614289283752436,0.0075174808502197
dhcp.option.interface_mtu,DD12,DD,0.0,2.0,0.0595010818378516,0.0476190476190476,0.0028333848494215,0.0476190476190476,0.005348526581033,0.0,0.0,0.00911197662353512,0.01704592704772944
dhcp.option.ip_address_lease_time,DD12,DD,0.0,2.0,0.0595010818378516,0.0476190476190476,0.0028334209117978,0.0476190476190476,0.0053485908322292,-1.9462859324193005e-08,0.0,0.015151023864746038,0.019640827178955024
dhcp.option.padding,DD12,DD,0.0,2.0,0.0782614229349624,0.0662415782954167,0.0486845742642412,0.0662415782954167,0.0320564944840996,0.0201819281141246,0.0,0.010894441604614221,0.012788295745849559
dhcp.option.rebinding_time_value,DD12,DD,0.0,2.0,0.0595010818378516,0.0476190476190476,0.0028333848494215,0.0476190476190476,0.005348526581033,0.0,0.0,0.01652069091796872,0.01136693954467768
dhcp.option.renewal_time_value,DD12,DD,0.0,2.0,0.0595010818378516,0.0476190476190476,0.0028333848494215,0.0476190476190476,0.005348526581033,0.0,0.0,0.016493797302246038,0.012672662734985341
dhcp.secs,DD12,DD,0.0,2.0,0.0782614229349624,0.0662415782954167,0.0484201337003814,0.0662415782954167,0.0320124216470219,0.0201837855621433,0.0,0.015882253646850537,0.01662149429321286
dhcp.type,DD12,DD,0.0,2.0,0.0784396079928726,0.0663841807909604,0.0487228189006831,0.0663841807909604,0.0320777504918653,0.0203711891059069,0.0,0.01194696426391598,0.014668464660644481
dns.count.add_rr,DD12,DD,0.0,2.0,0.0624411352933689,0.050696241266014894,0.0722759221558939,0.050696241266014894,0.0100043700584614,0.0040065493768309,0.0,0.0061778068542480205,0.01350960731506344
dns.count.answers,DD12,DD,0.0,2.0,0.0609901998218149,0.0521736813103579,0.0682151889562353,0.0521736813103579,0.0101620793588024,0.0034388296843453,0.0,0.01248641014099116,0.007906246185302699
dns.count.auth_rr,DD12,DD,0.0,2.0,0.0626702303678248,0.050856890030282,0.0940562282378801,0.050856890030282,0.0102980001434172,0.0042386278186526,0.0,0.008045816421508761,0.011644601821899381
dns.count.queries,DD12,DD,0.0,2.0,0.0608501972763141,0.0492917184069246,0.0923002001561494,0.0492917184069246,0.0085233860799896,0.0022701050206427,0.0,0.013221597671508739,0.012963247299194302
dns.extraneous,DD12,DD,0.0,2.0,0.0595010818378516,0.0476190476190476,0.0028333848494215,0.0476190476190476,0.005348526581033,0.0,0.0,0.0086779117584228,0.012120246887207
