,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,171,0,2,1,0,2,2,2,1,0,0,6,0,6,5,0,2,0,3,0,0,1,0,0,0
1,1,271,0,0,1,1,0,0,0,0,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0
2,2,1,103,5,11,6,0,2,0,0,0,1,0,2,1,0,0,0,4,1,1,2,0,0,0
3,1,0,4,137,43,34,6,0,0,0,0,1,0,2,4,0,0,0,1,0,0,1,0,0,0
4,0,0,11,44,722,283,6,1,0,0,0,1,0,5,5,1,6,0,18,4,1,0,2,1,0
5,1,0,6,30,284,694,19,2,0,0,0,2,0,8,9,2,11,0,4,3,1,1,9,0,0
6,3,0,0,7,7,20,166,2,0,0,0,1,0,8,13,1,4,0,1,2,1,0,2,0,0
7,0,0,2,1,2,1,3,226,0,2,0,4,1,6,9,1,2,0,2,2,0,0,1,1,0
8,1,0,1,0,0,1,0,0,899,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
9,0,0,0,0,0,0,0,0,0,352,11,1,0,1,1,0,0,0,0,0,0,0,0,7,0
10,0,0,0,0,0,0,0,0,1,9,305,0,0,1,0,0,0,1,0,0,0,0,0,3,0
11,2,0,0,0,2,1,1,5,0,0,0,876,0,5,10,1,1,0,2,0,2,4,2,0,0
12,0,3,0,0,0,0,0,0,0,0,0,0,224,1,0,0,0,0,0,0,0,0,0,0,1
13,8,2,1,4,6,8,5,4,0,0,0,9,1,333,24,0,2,0,8,0,2,2,1,0,0
14,4,0,0,3,9,11,11,7,0,0,0,14,0,20,4852,2,22,0,1,4,1,5,3,0,0
15,1,0,0,0,1,2,0,2,0,0,0,0,0,0,2,89,2,0,1,0,1,0,0,0,0
16,2,0,0,0,7,8,3,1,0,0,0,0,0,2,16,3,2001,0,0,0,1,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0
18,1,0,3,2,15,3,1,1,1,0,0,3,0,7,3,0,0,0,6166,1,0,0,3,0,0
19,0,0,2,0,6,4,1,1,0,0,2,0,0,1,4,0,0,0,2,1299,0,0,0,0,0
20,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,672,1,0,0,0
21,0,0,2,3,0,0,0,0,0,0,0,3,0,2,4,1,0,0,0,0,0,258,0,0,0
22,0,0,0,0,1,9,2,1,0,0,0,1,0,1,3,0,0,0,4,0,0,0,7628,2,4
23,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,1,200,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1005
