,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,167,0,2,3,3,4,2,2,1,0,0,3,0,5,4,0,1,0,4,0,0,0,2,0,0
1,0,277,1,0,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,0
2,1,0,337,12,30,7,0,1,0,0,0,2,0,0,0,0,1,0,60,0,2,1,0,0,0
3,1,0,13,462,57,28,5,5,0,0,0,1,1,2,5,0,3,0,5,1,0,1,0,0,0
4,1,0,32,55,1289,233,16,4,1,0,0,2,0,5,7,0,4,0,30,7,4,2,1,0,0
5,3,0,6,31,231,358,17,3,0,0,0,3,0,7,6,0,3,0,4,2,2,3,1,0,0
6,2,0,0,11,20,18,102,3,0,0,0,1,0,7,14,2,3,0,2,1,0,1,1,0,0
7,1,0,0,3,4,2,2,308,0,0,0,1,0,5,10,0,1,0,1,2,0,1,1,0,0
8,0,0,0,0,0,0,0,0,1010,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9,0,0,0,0,0,0,0,1,0,327,14,0,0,0,1,0,0,0,0,0,0,0,0,7,0
10,0,0,0,0,0,0,0,0,0,14,298,0,0,0,0,0,0,0,0,0,0,0,0,6,0
11,0,0,3,0,2,4,0,1,0,0,0,574,0,4,8,0,3,0,3,0,1,1,1,0,0
12,0,4,0,0,0,0,0,0,0,0,0,0,228,0,1,0,0,0,0,0,1,0,1,0,0
13,4,0,1,2,6,5,6,4,0,0,0,9,0,285,15,1,1,0,2,1,0,3,0,0,0
14,6,2,0,4,9,10,13,11,0,0,0,8,0,12,2291,1,24,0,4,1,3,3,2,0,0
15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,121,1,0,0,0,0,0,0,0,0
16,1,0,1,4,6,3,1,2,0,0,0,2,0,1,22,0,1430,0,2,1,7,0,1,0,0
17,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
18,2,0,58,4,28,3,1,1,1,0,0,2,0,4,3,0,4,0,4164,4,0,1,1,0,0
19,0,0,1,2,8,1,1,2,0,0,0,0,0,0,1,0,0,0,3,1323,0,0,0,0,0
20,0,0,4,0,3,1,1,0,0,0,0,1,0,0,2,0,8,0,0,0,1650,2,0,0,0
21,1,0,1,1,2,2,2,0,0,0,0,1,0,4,2,0,0,0,0,0,2,963,0,0,0
22,1,0,0,1,1,2,1,2,0,0,0,0,1,0,1,0,1,0,1,2,0,0,7601,0,8
23,0,0,0,0,0,0,0,2,0,7,6,0,0,1,0,0,0,0,0,0,0,0,1,95,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1009
