,precision,recall,f1-score,support
Amazon Echo,0.144173900360332,0.24459999999999998,0.17028271538017106,1000.0
Awair air quality monitor,0.10482758620689656,0.0912,0.09754010695187165,1000.0
Belkin Wemo switch,0.24559886311327633,0.12879999999999997,0.14545011578405487,1000.0
Belkin wemo motion sensor,0.06632903914869763,0.0073999999999999995,0.011573795544540685,1000.0
Dropcam,0.2410166912534882,0.8886,0.3760689122229546,1000.0
HP Printer,0.1309682732286436,0.6444,0.21711347855260604,1000.0
Light Bulbs LiFX Smart Bulb,0.15202211841584665,0.08360000000000001,0.09460424153413641,1000.0
MacBook,0.2885069640504423,0.06960000000000001,0.10244410802006054,1000.0
NEST Protect smoke alarm,0.009589418509717586,0.00440771349862259,0.005461664455495038,363.0
Netatmo Welcome,0.10068258934335414,0.023,0.03588955387413525,1000.0
Netatmo weather station,0.19584081384392169,0.31300000000000006,0.22918910641854037,1000.0
PIX-STAR Photo-frame,0.24126311559838162,0.2068,0.1512075425335822,1000.0
Phillip Hue Lightbulb,0.0,0.0,0.0,1000.0
Samsung Galaxy Tab,0.19719421382991162,0.7736,0.31333022693512136,1000.0
Samsung SmartCam,0.016867469879518072,0.0014,0.002585410895660203,1000.0
Smart Things,0.0,0.0,0.0,1000.0
TP-Link Day Night Cloud camera,0.0,0.0,0.0,1000.0
TP-Link Smart plug,0.0,0.0,0.0,1000.0
TPLink Router Bridge LAN,0.0,0.0,0.0,1000.0
Triby Speaker,0.0,0.0,0.0,1000.0
iHome,0.0,0.0,0.0,1000.0
accuracy,0.17078033688552768,0.17078033688552768,0.17078033688552768,0.17078033688552768
macro avg,0.10166100270392515,0.16573370064279155,0.0929876656715681,20363.0
weighted avg,0.10454120695338298,0.17078033688552768,0.09572567395986742,20363.0
