,precision,recall,f1-score,support
Amazon Echo,0.0,0.0,0.0,1000.0
Awair air quality monitor,0.0027382061209261666,0.0024000000000000002,0.0025431067594831125,1000.0
Belkin Wemo switch,0.07643010826911809,0.163,0.10402571917099865,1000.0
Belkin wemo motion sensor,0.08823264294920416,0.0708,0.07834301967731423,1000.0
Dropcam,0.04349385568135129,0.0314,0.036068530322134716,1000.0
HP Printer,0.0037684161748872203,0.0026,0.0030484791813959146,1000.0
Light Bulbs LiFX Smart Bulb,0.02009939686786625,0.029400000000000003,0.02353577011420167,1000.0
MacBook,0.08609402872420754,0.0378,0.05211726787968052,1000.0
NEST Protect smoke alarm,0.0,0.0,0.0,363.0
Netatmo Welcome,0.38349772188180264,0.732,0.5028334871956893,1000.0
Netatmo weather station,0.0679442216858632,0.6284000000000001,0.12260495333941072,1000.0
PIX-STAR Photo-frame,0.14520569467538985,0.0824,0.10045256131100966,1000.0
Phillip Hue Lightbulb,0.04200870947940485,0.0398,0.040654554606955065,1000.0
Samsung Galaxy Tab,0.04193053485539444,0.0126,0.01750346142288924,1000.0
Samsung SmartCam,0.10092075710326853,0.0962,0.09823801962917574,1000.0
Smart Things,0.0,0.0,0.0,1000.0
TP-Link Day Night Cloud camera,0.0,0.0,0.0,1000.0
TP-Link Smart plug,0.0,0.0,0.0,1000.0
TPLink Router Bridge LAN,0.0,0.0,0.0,1000.0
Triby Speaker,0.0,0.0,0.0,1000.0
iHome,0.0,0.0,0.0,1000.0
accuracy,0.09472081716839366,0.09472081716839366,0.09472081716839366,0.09472081716839366
macro avg,0.05249353783184211,0.09184761904761905,0.056284234790968515,20363.0
weighted avg,0.05413565262823181,0.09472081716839366,0.05804493103228102,20363.0
