,precision,recall,f1-score,support
Amazon Echo,0.05063291139240507,0.02,0.028673835125448032,1000.0
Awair air quality monitor,0.0,0.0,0.0,1000.0
Belkin Wemo switch,0.04807692307692308,0.005,0.009057971014492754,1000.0
Belkin wemo motion sensor,0.05358550039401103,0.068,0.05993829881004849,1000.0
Dropcam,0.10246913580246915,0.083,0.09171270718232043,1000.0
HP Printer,0.013071895424836602,0.006,0.00822481151473612,1000.0
Light Bulbs LiFX Smart Bulb,0.12110331320385179,0.742,0.20822225340255368,1000.0
MacBook,0.365625,0.4680000000000001,0.41052631578947374,1000.0
NEST Protect smoke alarm,0.047605712685522265,0.776255707762557,0.08970976253298153,219.0
Netatmo Welcome,0.5391849529780565,0.172,0.2608036391205458,1000.0
Netatmo weather station,0.4391143911439114,0.119,0.18725413060582216,1000.0
PIX-STAR Photo-frame,0.55,0.022,0.0423076923076923,1000.0
Phillip Hue Lightbulb,0.4934210526315789,0.075,0.13020833333333331,1000.0
Samsung Galaxy Tab,0.2,0.005,0.00975609756097561,1000.0
Samsung SmartCam,0.06007067137809187,0.034,0.0434227330779055,1000.0
Smart Things,0.004222648752399232,0.011,0.006102635228848821,1000.0
TP-Link Day Night Cloud camera,0.2857142857142857,0.28,0.2828282828282828,1000.0
TP-Link Smart plug,0.14678899082568808,0.032,0.05254515599343186,1000.0
TPLink Router Bridge LAN,0.01388888888888889,0.001,0.0018656716417910445,1000.0
Triby Speaker,0.0106544901065449,0.007000000000000001,0.008449004224502113,1000.0
iHome,0.0,0.0,0.0,1000.0
accuracy,0.11474355803946783,0.11474355803946783,0.11474355803946783,0.11474355803946783
macro avg,0.16882051259045067,0.13934550989345512,0.09198139672834219,20219.0
weighted avg,0.17350268078500772,0.11474355803946783,0.09206914321959184,20219.0
