,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,82,10,9,0,0,286,120,22,1,6,60,379,3,17,0,0,0,0,0,0,0
1,0,0,0,0,0,422,2,0,0,0,2,571,0,0,0,0,0,0,0,0,0
2,13,28,335,13,7,549,8,9,0,4,19,0,6,4,0,0,0,0,0,0,0
3,20,0,37,13,0,116,117,9,0,160,94,379,0,49,0,0,0,0,0,0,0
4,489,8,16,5,99,5,0,0,0,12,0,2,349,0,11,0,0,0,0,0,0
5,8,2,10,5,24,381,117,9,0,39,108,174,2,116,0,0,0,0,0,0,0
6,196,0,0,0,173,280,79,1,0,0,19,174,6,68,0,0,0,0,0,0,0
7,170,1,34,221,96,5,3,130,2,74,4,13,71,165,7,0,0,0,0,0,0
8,0,114,2,0,0,133,2,5,1,5,22,73,1,0,1,0,0,0,0,0,0
9,0,4,7,0,0,186,8,0,9,670,49,59,0,0,4,0,0,0,0,0,0
10,0,7,2,0,0,293,24,17,7,50,302,236,1,1,56,0,0,0,0,0,0
11,0,0,0,0,0,342,77,5,0,8,86,459,14,4,0,0,0,0,0,0,0
12,5,323,291,19,11,193,0,0,0,22,49,39,19,3,21,0,0,0,0,0,0
13,116,3,9,73,26,67,17,66,4,34,13,97,1,469,0,0,0,0,0,0,0
14,92,585,48,0,0,105,5,10,6,0,17,17,79,0,31,0,0,0,0,0,0
15,0,0,0,0,0,351,110,0,0,319,138,79,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,420,120,1,0,4,137,283,2,28,0,0,0,0,0,0,0
17,0,1,0,0,0,442,17,0,0,1,54,481,0,0,0,0,0,0,0,0,0
18,11,61,22,6,17,98,33,9,6,149,26,63,14,316,162,0,0,0,0,0,0
19,9,6,2,0,0,323,8,13,2,28,124,470,0,10,0,0,0,0,0,0,0
20,0,1,0,0,0,449,165,0,0,0,67,222,0,91,0,0,0,0,0,0,0
