,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0,88,20,5,76,10,50,12,0,16,674,11,20,3,10,0,0,0,0,0,0
1,0,2,2,225,274,3,161,7,0,0,112,73,7,129,0,0,0,0,0,0,0
2,0,30,163,20,19,0,5,18,0,488,47,22,73,11,100,0,0,0,0,0,0
3,0,88,45,70,42,20,100,7,0,96,161,134,175,38,16,0,0,0,0,0,0
4,0,52,68,10,31,83,376,23,0,39,132,37,31,15,97,0,0,0,0,0,0
5,0,24,73,1,6,2,6,41,0,36,746,5,10,3,42,0,0,0,0,0,0
6,0,0,0,0,6,40,29,0,0,0,923,0,0,0,0,0,0,0,0,0,0
7,0,91,264,19,36,8,47,37,0,226,30,32,59,16,130,0,0,0,0,0,0
8,0,17,145,11,10,4,23,9,0,0,62,14,27,8,27,0,0,0,0,0,0
9,0,4,42,2,14,2,2,1,0,732,175,1,6,2,12,0,0,0,0,0,0
10,0,246,0,10,5,0,3,2,0,1,628,14,23,5,59,0,0,0,0,0,0
11,0,35,5,25,26,3,27,21,0,0,677,82,50,38,8,0,0,0,0,0,0
12,0,54,403,13,47,2,30,19,0,105,3,33,39,17,230,0,0,0,0,0,0
13,0,66,199,15,23,16,56,86,0,19,293,23,104,12,83,0,0,0,0,0,0
14,0,52,437,22,58,11,66,24,0,19,62,43,81,25,96,0,0,0,0,0,0
15,0,0,0,0,0,0,1,0,0,0,997,1,0,0,0,0,0,0,0,0,0
16,0,0,1,0,0,78,45,0,0,0,873,0,0,0,0,0,0,0,0,0,0
17,0,12,2,2,16,11,283,31,0,0,588,1,40,0,10,0,0,0,0,0,0
18,0,43,194,5,14,6,13,88,0,132,321,14,137,5,23,0,0,0,0,0,0
19,0,11,63,5,8,9,25,19,0,0,797,3,43,2,10,0,0,0,0,0,0
20,0,5,1,1,2,4,9,1,0,0,962,5,2,1,2,0,0,0,0,0,0
