,precision,recall,f1-score,support
Amazon Echo,0.1823379923761118,0.287,0.222999222999223,1000.0
Awair air quality monitor,0.47705314009661837,0.395,0.43216630196936545,1000.0
Belkin Wemo switch,0.7758007117437722,0.654,0.7097124253933804,1000.0
Belkin wemo motion sensor,0.317016317016317,0.408,0.3567993003935286,1000.0
Dropcam,0.7161961367013373,0.964,0.8218243819266836,1000.0
HP Printer,0.24149956408020923,0.554,0.3363691560412872,1000.0
Light Bulbs LiFX Smart Bulb,0.2025462962962963,0.35,0.25659824046920826,1000.0
MacBook,0.41975308641975306,0.034,0.06290471785383904,1000.0
NEST Protect smoke alarm,0.65,0.4297520661157025,0.5174129353233831,363.0
Netatmo Welcome,0.869220607661823,0.658,0.7490039840637451,1000.0
Netatmo weather station,0.7582781456953642,0.229,0.35176651305683565,1000.0
PIX-STAR Photo-frame,0.5902031063321386,0.494,0.5378334240609689,1000.0
Phillip Hue Lightbulb,0.43249427917620137,0.567,0.49069666810904367,1000.0
Samsung Galaxy Tab,0.4085188770571152,0.422,0.41515002459419575,1000.0
Samsung SmartCam,0.5546511627906977,0.477,0.5129032258064515,1000.0
Smart Things,0.33908387864366446,0.57,0.4252144722118612,1000.0
TP-Link Day Night Cloud camera,0.6597222222222222,0.475,0.5523255813953488,1000.0
TP-Link Smart plug,0.6584536958368734,0.775,0.7119889756545704,1000.0
TPLink Router Bridge LAN,0.5254833040421792,0.299,0.3811344805608668,1000.0
Triby Speaker,0.01,0.002,0.0033333333333333335,1000.0
iHome,0.5899280575539568,0.41,0.48377581120943947,1000.0
accuracy,0.4508176594804302,0.4508176594804302,0.4508176594804302,0.4508176594804302
macro avg,0.49420193246393573,0.45017866981503346,0.44437681792507433,20363.0
weighted avg,0.48932822186036684,0.4508176594804302,0.44209208547981954,20363.0
