,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,826,0,20,14,0,2,2,7,0,2,0,1,39,34,6,0,0,0,43,0,0
1,15,8,0,0,0,0,0,2,20,0,2,0,13,40,732,0,0,0,163,0,1
2,1,0,720,11,0,1,0,33,0,83,0,0,44,12,9,0,0,1,81,1,0
3,4,0,33,576,0,0,2,89,0,1,0,0,116,171,1,0,0,0,3,0,0
4,0,0,0,1,794,0,0,0,0,20,0,0,0,0,0,0,0,0,182,0,0
5,0,0,11,0,0,732,1,0,1,0,18,86,1,12,0,0,2,8,1,120,0
6,64,0,0,40,0,1,804,0,1,5,0,7,0,17,0,6,0,0,32,1,16
7,0,0,0,0,0,0,0,814,2,0,1,0,0,181,0,0,0,0,0,0,0
8,0,0,0,0,0,1,0,0,254,0,6,3,0,0,1,0,7,0,0,0,0
9,3,0,0,2,0,0,0,8,0,202,0,0,1,3,2,0,0,0,772,0,0
10,0,0,0,1,0,0,0,0,1,0,759,56,0,47,3,0,119,4,2,0,3
11,4,2,0,1,0,1,0,0,2,0,14,918,0,12,0,0,3,20,1,17,0
12,1,0,26,0,0,0,0,0,0,0,0,0,856,9,74,0,0,0,32,0,0
13,5,0,0,9,0,0,0,197,1,0,0,1,5,692,1,0,0,0,81,0,1
14,0,0,0,0,0,0,0,0,0,1,0,0,1,0,402,0,0,0,593,0,0
15,62,0,0,3,83,6,163,2,0,0,6,10,3,14,0,615,0,0,19,9,0
16,0,0,0,0,0,17,1,0,1,0,7,30,0,2,0,0,727,3,1,207,0
17,0,0,0,0,0,0,0,2,0,0,0,2,3,3,3,0,0,972,0,11,0
18,7,2,10,7,3,14,12,36,1,4,2,0,20,50,4,5,0,0,809,5,1
19,13,0,6,0,0,1,0,5,12,0,0,4,51,253,2,0,0,7,517,123,0
20,3,0,0,0,0,2,288,0,1,0,11,7,0,0,0,1,33,15,0,4,628
