,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,923,0,0,3,0,0,27,1,1,0,0,2,0,31,0,1,0,0,6,0,0
1,112,3,0,0,0,0,5,0,1,0,1,17,0,4,0,53,0,0,799,0,1
2,2,0,914,8,1,12,3,0,30,0,0,0,9,3,0,0,0,0,5,8,0
3,124,0,22,642,0,6,53,1,17,55,0,5,0,45,0,4,0,7,8,3,0
4,1,0,0,2,991,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,0,19,5,6,371,19,0,326,4,0,0,11,158,0,0,0,0,49,21,0
6,7,0,0,1,0,5,913,0,0,0,0,3,0,0,0,31,0,3,22,0,11
7,2,0,11,163,15,0,1,119,5,18,1,1,4,481,0,0,0,1,172,3,0
8,2,5,0,0,0,1,0,0,292,0,8,12,2,22,0,0,0,1,2,8,1
9,4,0,18,18,0,12,34,0,26,820,1,9,0,4,0,2,0,4,39,1,1
10,1,0,0,0,0,32,135,0,8,8,717,34,0,0,0,5,0,0,7,42,5
11,7,0,0,0,0,7,9,0,25,0,21,856,0,7,0,3,0,5,16,38,1
12,33,0,120,191,4,0,0,0,0,4,0,0,610,7,15,0,0,0,4,7,0
13,46,0,6,66,0,2,11,53,2,3,1,17,0,621,0,4,2,5,134,18,0
14,42,6,9,97,0,1,2,0,22,0,0,0,32,32,746,0,0,0,2,4,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997,0,0,1,0,1
16,2,0,0,0,0,8,30,0,1,0,21,10,0,0,0,1,886,4,4,0,28
17,1,0,0,0,0,0,18,0,0,0,0,4,0,35,0,1,0,904,24,6,3
18,29,8,18,2,5,1,30,0,6,32,0,4,24,190,87,36,0,0,460,58,2
19,72,7,4,0,0,74,63,0,3,6,10,100,0,45,0,28,22,55,52,425,28
20,6,1,1,3,0,38,296,0,28,0,1,3,0,4,0,1,0,0,8,2,603
