,precision,recall,f1-score,support
Amazon Echo,0.15096260560042554,0.1718,0.14631648731059613,1000.0
Awair air quality monitor,0.356030117428221,0.07260000000000001,0.105734968843938,1000.0
Belkin Wemo switch,0.10985915492957747,0.0028,0.005213180102039054,1000.0
Belkin wemo motion sensor,0.06581453634085213,0.012,0.01936506782064802,1000.0
Dropcam,0.10233181974860997,0.363,0.15547124684090854,1000.0
HP Printer,0.09335043074482455,0.5556,0.15728899411317201,1000.0
Light Bulbs LiFX Smart Bulb,0.015573569147629576,0.012,0.013468692963938562,1000.0
MacBook,0.3711630985629889,0.2522,0.2885062864228435,1000.0
NEST Protect smoke alarm,0.0031746031746031746,0.0007326007326007326,0.0011904761904761904,273.0
Netatmo Welcome,0.2641057110129275,0.025,0.045160830644047315,1000.0
Netatmo weather station,0.1404007431538198,0.3044,0.12159068617421191,1000.0
PIX-STAR Photo-frame,0.24767307817314704,0.063,0.09485295568524706,1000.0
Phillip Hue Lightbulb,0.0,0.0,0.0,1000.0
Samsung Galaxy Tab,0.23760581067944653,0.6020000000000001,0.3317716064036723,1000.0
Samsung SmartCam,0.03803172669610853,0.09160000000000001,0.05238571824554235,1000.0
Smart Things,0.0,0.0,0.0,1000.0
TP-Link Day Night Cloud camera,0.0,0.0,0.0,1000.0
TP-Link Smart plug,0.0,0.0,0.0,1000.0
TPLink Router Bridge LAN,0.0,0.0,0.0,1000.0
Triby Speaker,0.0,0.0,0.0,1000.0
iHome,0.0,0.0,0.0,1000.0
accuracy,0.1247077393577665,0.1247077393577665,0.1247077393577665,0.1247077393577665
macro avg,0.10457509549491342,0.12041583813012387,0.07325319989339432,20273.0
weighted avg,0.10821136826741207,0.1247077393577665,0.07583740549355324,20273.0
