Feature,Dataset,Folder,T,CV,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
arp.duplicate-address-detected,DI-S2-1,SS,0.0,2.0,0.0483484249457977,0.0476190476190476,0.0023023059497998,0.0476190476190476,0.0043922533673266,0.0,0.0,0.01292276382446284,0.00625133514404296
arp.duplicate-address-frame,DI-S2-1,SS,0.0,2.0,0.0483484249457977,0.0476190476190476,0.0023023059497998,0.0476190476190476,0.0043922533673266,0.0,0.0,0.01569089889526362,0.00310750007629394
arp.hw.size,DI-S2-1,SS,0.0,2.0,0.0483484249457977,0.0476190476190476,0.0023023059497998,0.0476190476190476,0.0043922533673266,0.0,0.0,0.00972104072570794,0.009596014022827098
arp.hw.type,DI-S2-1,SS,0.0,2.0,0.0483484249457977,0.0476190476190476,0.0023023059497998,0.0476190476190476,0.0043922533673266,0.0,0.0,0.00941572189331048,0.009064054489135701
arp.isannouncement,DI-S2-1,SS,0.0,2.0,0.0483484249457977,0.0476190476190476,0.0023023059497998,0.0476190476190476,0.0043922533673266,0.0,0.0,0.00434751510620114,0.0113779544830322
arp.isgratuitous,DI-S2-1,SS,0.0,2.0,0.0483484249457977,0.0476190476190476,0.0023023059497998,0.0476190476190476,0.0043922533673266,0.0,0.0,0.0100549221038818,0.006727743148803681
arp.isprobe,DI-S2-1,SS,0.0,2.0,0.0483484249457977,0.0476190476190476,0.0023023059497998,0.0476190476190476,0.0043922533673266,0.0,0.0,0.009433078765869098,0.00976514816284174
arp.opcode,DI-S2-1,SS,0.0,2.0,0.0483484249457977,0.0476190476190476,0.0023023059497998,0.0476190476190476,0.0043922533673266,0.0,0.0,0.01585626602172846,0.01188793182373044
arp.proto.size,DI-S2-1,SS,0.0,2.0,0.0483484249457977,0.0476190476190476,0.0023023059497998,0.0476190476190476,0.0043922533673266,0.0,0.0,0.0071207523345947,0.0098690032958984
arp.proto.type,DI-S2-1,SS,0.0,2.0,0.0483484249457977,0.0476190476190476,0.0023023059497998,0.0476190476190476,0.0043922533673266,0.0,0.0,0.01032538414001458,0.0064172267913818
arp.seconds-since-duplicate-address-frame,DI-S2-1,SS,0.0,2.0,0.0483484249457977,0.0476190476190476,0.0023023059497998,0.0476190476190476,0.0043922533673266,0.0,0.0,0.00902805328369136,0.008987474441528278
dhcp.flags.bc,DI-S2-1,SS,0.0,2.0,0.0672745823236832,0.066964791808517,0.0596696050308558,0.066964791808517,0.0316464857534664,0.0199237739855362,0.0,0.01209883689880368,0.0071771144866942995
dhcp.flags,DI-S2-1,SS,0.0,2.0,0.0672745823236832,0.066964791808517,0.0596696050308558,0.066964791808517,0.0316464857534664,0.0199237739855362,0.0,0.01189050674438472,0.00938768386840816
dhcp.flags.reserved,DI-S2-1,SS,0.0,2.0,0.0672618288483611,0.066951791795517,0.0476484638545117,0.066951791795517,0.0315996889262033,0.0199103797665496,0.0,0.01054391860961908,0.00837063789367674
dhcp.hops,DI-S2-1,SS,0.0,2.0,0.0672618288483611,0.066951791795517,0.0476484638545117,0.066951791795517,0.0315996889262033,0.0199103797665496,0.0,0.01416430473327632,0.00391316413879392
dhcp.hw.addr_padding,DI-S2-1,SS,0.0,2.0,0.0672618288483611,0.066951791795517,0.0476484638545117,0.066951791795517,0.0315996889262033,0.0199103797665496,0.0,0.011208915710449161,0.00962762832641594
dhcp.hw.len,DI-S2-1,SS,0.0,2.0,0.0672618288483611,0.066951791795517,0.0476484638545117,0.066951791795517,0.0315996889262033,0.0199103797665496,0.0,0.01499605178833002,0.007850885391235341
dhcp.hw.type,DI-S2-1,SS,0.0,2.0,0.0672618288483611,0.066951791795517,0.0476484638545117,0.066951791795517,0.0315996889262033,0.0199103797665496,0.0,0.00624985694885252,0.01181583404541012
dhcp.id,DI-S2-1,SS,0.0,2.0,0.0665603877056497,0.0663537747678492,0.2251744354596888,0.0663537747678492,0.0316024743586969,0.0191927066882756,0.0,0.01881189346313472,0.0031248092651367
dhcp.option.dhcp,DI-S2-1,SS,0.0,2.0,0.0676444331080219,0.0672571073391313,0.0961551789744741,0.0672571073391313,0.0323634018890347,0.0203072536101998,0.0,0.00793704986572262,0.012706947326660101
dhcp.option.dhcp_max_message_size,DI-S2-1,SS,0.0,2.0,0.0663818390511414,0.0660516313238635,0.0875906449698373,0.0660516313238635,0.0310473535466181,0.0189826665396777,0.0,0.01204466819763178,0.0098615169525146
dhcp.option.end,DI-S2-1,SS,0.0,2.0,0.0672618288483611,0.066951791795517,0.0476484638545117,0.066951791795517,0.0315996889262033,0.0199103797665496,0.0,0.00244255065917968,0.015165615081787081
dhcp.option.interface_mtu,DI-S2-1,SS,0.0,2.0,0.0483484249457977,0.0476190476190476,0.0023023059497998,0.0476190476190476,0.0043922533673266,0.0,0.0,0.007850408554077119,0.0086262226104736
dhcp.option.ip_address_lease_time,DI-S2-1,SS,0.0,2.0,0.0487310292054584,0.0479243631626619,0.0483861658530317,0.0479243631626619,0.005000522489587,0.0003973393080622,0.0,0.012741136550903259,0.00880379676818842
dhcp.option.padding,DI-S2-1,SS,0.0,2.0,0.0672873357990052,0.0669769139520029,0.0478243131865928,0.0669769139520029,0.0316329676157762,0.0199370429140423,0.0,0.01107192039489742,0.01433534622192378
dhcp.option.rebinding_time_value,DI-S2-1,SS,0.0,2.0,0.0487310292054584,0.0479243631626619,0.0499222347780653,0.0479243631626619,0.005000597836546,0.0003974910205981,0.0,0.007847499847412079,0.010951519012451161
dhcp.option.renewal_time_value,DI-S2-1,SS,0.0,2.0,0.0487310292054584,0.0479243631626619,0.0499222347780653,0.0479243631626619,0.005000597836546,0.0003974910205981,0.0,0.014176416397094683,0.01249723434448238
dhcp.secs,DI-S2-1,SS,0.0,2.0,0.0672618288483611,0.066951791795517,0.0477356922848006,0.066951791795517,0.0316153048006767,0.0199098792600327,0.0,0.01251964569091792,0.00314784049987792
dhcp.type,DI-S2-1,SS,0.0,2.0,0.0676444331080219,0.0672571073391313,0.0961551789744741,0.0672571073391313,0.0323634018890347,0.0203072536101998,0.0,0.012850904464721641,0.00999383926391598
dns.count.add_rr,DI-S2-1,SS,0.0,2.0,0.0658079326616503,0.051454046321212796,0.0956804972470864,0.051454046321212796,0.0111560922903691,0.0051193257545628,0.0,0.0095417976379394,0.009159564971923759
dns.count.answers,DI-S2-1,SS,0.0,2.0,0.0664456064277515,0.0519729315179472,0.1156817456516444,0.0519729315179472,0.0121890346252162,0.0057985608948667,0.0,0.012630176544189419,0.008363962173461859
dns.count.auth_rr,DI-S2-1,SS,0.0,2.0,0.0655273562045657,0.0512334700478667,0.0795417557133903,0.0512334700478667,0.010693983764037,0.0048217240247033,0.0,0.012542009353637678,0.006794500350952121
dns.count.queries,DI-S2-1,SS,0.0,2.0,0.0656166305318199,0.0513415584604854,0.1231386987463839,0.0513415584604854,0.0109191646867078,0.0049201432650792,0.0,0.012838935852050721,0.00963196754455562
dns.extraneous,DI-S2-1,SS,0.0,2.0,0.0483484249457977,0.0476190476190476,0.0023023059497998,0.0476190476190476,0.0043922533673266,0.0,0.0,0.00340189933776854,0.013302373886108337
dns.extraneous.data,DI-S2-1,SS,0.0,2.0,0.0483484249457977,0.0476190476190476,0.0023023059497998,0.0476190476190476,0.0043922533673266,0.0,0.0,0.00937256813049312,0.01242594718933102
dns.extraneous.length,DI-S2-1,SS,0.0,2.0,0.0483484249457977,0.0476190476190476,0.0023023059497998,0.0476190476190476,0.0043922533673266,0.0,0.0,0.01042604446411128,0.010365343093872
dns.flags.authenticated,DI-S2-1,SS,0.0,2.0,0.0496747863792883,0.0486774748369106,0.0362270183397201,0.0486774748369106,0.006452868873809201,0.001371618560305,0.0,0.01079301834106442,0.01027951240539546
dns.flags.authoritative,DI-S2-1,SS,0.0,2.0,0.0499298558857288,0.0488992166186058,0.072700937454086,0.0488992166186058,0.0069097519609678,0.0016423392691800002,0.0,0.0109049797058105,0.009970045089721621
dns.flags.checkdisable,DI-S2-1,SS,0.0,2.0,0.0649406963397525,0.0507693110102748,0.008818928027591,0.0507693110102748,0.009737686060433,0.0041981331305825,0.0,0.01045985221862788,0.00886325836181636
dns.flags,DI-S2-1,SS,0.0,2.0,0.0666496620329039,0.0521750907922626,0.0918934731695724,0.0521750907922626,0.0126063542782199,0.006023157548169,0.0,0.00951228141784664,0.010091638565063439
dns.flags.opcode,DI-S2-1,SS,0.0,2.0,0.0649406963397525,0.0507693110102748,0.008818928027591,0.0507693110102748,0.009737686060433,0.0041981331305825,0.0,0.0103467464447021,0.01183061599731442
dns.flags.rcode,DI-S2-1,SS,0.0,2.0,0.0496747863792883,0.0486774748369106,0.0362270183397201,0.0486774748369106,0.006452868873809201,0.001371618560305,0.0,0.01281776428222654,0.00292129516601562
dns.flags.recavail,DI-S2-1,SS,0.0,2.0,0.0499298558857288,0.0488992166186058,0.072700937454086,0.0488992166186058,0.0069097519609678,0.0016423392691800002,0.0,0.011207580566406219,0.0096485614776611
dns.flags.recdesired,DI-S2-1,SS,0.0,2.0,0.0650682310929728,0.0508949217927044,0.0149657154973088,0.0508949217927044,0.0100307023479748,0.0043446316996085,0.0,0.00794882774353024,0.00943622589111326
dns.flags.response,DI-S2-1,SS,0.0,2.0,0.0662670577732432,0.0518277382281378,0.0431042002594058,0.0518277382281378,0.0118770581597068,0.0056077897197663,0.0,0.01247010231018062,0.00547499656677244
dns.flags.truncated,DI-S2-1,SS,0.0,2.0,0.0649406963397525,0.0507693110102748,0.008818928027591,0.0507693110102748,0.009737686060433,0.0041981331305825,0.0,0.00901870727539056,0.01096515655517572
dns.flags.z,DI-S2-1,SS,0.0,2.0,0.0649406963397525,0.0507693110102748,0.008818928027591,0.0507693110102748,0.009737686060433,0.0041981331305825,0.0,0.01205773353576656,0.0072369575500487796
dns.id,DI-S2-1,SS,0.0,2.0,0.0696339752582578,0.0568223196054395,0.0844794690174574,0.0568223196054395,0.0214862165436712,0.0094636425850397,0.0,0.01666684150695796,0.00626354217529296
dns.response_to,DI-S2-1,SS,0.0,2.0,0.0496237724780002,0.048636766097762,0.0459928283402837,0.048636766097762,0.0063873993515244,0.0013228832796813,0.0,0.009798049926757802,0.01252560615539548
dns.retransmission,DI-S2-1,SS,0.0,2.0,0.0483484249457977,0.0476190476190476,0.0023023059497998,0.0476190476190476,0.0043922533673266,0.0,0.0,0.0118399143218994,0.007251501083373979
dns.retransmit_request,DI-S2-1,SS,0.0,2.0,0.0483484249457977,0.0476190476190476,0.0023023059497998,0.0476190476190476,0.0043922533673266,0.0,0.0,0.01484823226928704,0.0042530059814453
dns.retransmit_request_in,DI-S2-1,SS,0.0,2.0,0.0483739318964417,0.0476465423854398,0.0206159718622407,0.0476465423854398,0.0045195257328237,2.6973734991164733e-05,0.0,0.00938787460327146,0.014660739898681602
dns.retransmit_response,DI-S2-1,SS,0.0,2.0,0.0483484249457977,0.0476190476190476,0.0023026583525575,0.0476190476190476,0.0043928946580152,2.7975220799891787e-06,0.0,0.00809979438781734,0.00904026031494134
dns.retransmit_response_in,DI-S2-1,SS,0.0,2.0,0.0484376992730519,0.0476874938887259,0.0499217059716052,0.0476874938887259,0.004529590714334,9.179874937803588e-05,0.0,0.01591238975524898,0.00793180465698238
dns.soa.expire_limit,DI-S2-1,SS,0.0,2.0,0.0483739318964417,0.0476394019886219,0.0499214122951496,0.0476394019886219,0.0044330515820732,2.6499288760750688e-05,0.0,0.0123512744903564,0.01002998352050776
dns.soa.minimum_ttl,DI-S2-1,SS,0.0,2.0,0.0483739318964417,0.0476394019886219,0.0499214122951496,0.0476394019886219,0.0044330515820732,2.6499288760750688e-05,0.0,0.01080293655395504,0.00722322463989256
dns.soa.refresh_interval,DI-S2-1,SS,0.0,2.0,0.0483994388470858,0.0476597563581961,0.0499214710244478,0.0476597563581961,0.0044738150453722,5.299859360907712e-05,0.0,0.01042313575744624,0.008826780319213839
dns.soa.retry_interval,DI-S2-1,SS,0.0,2.0,0.0483994388470858,0.0476597563581961,0.0499214710244478,0.0476597563581961,0.0044738150453722,5.299859360907712e-05,0.0,0.018261432647705043,0.00623068809509276
dns.soa.serial_number,DI-S2-1,SS,0.0,2.0,0.0483739318964417,0.0476394019886219,0.0499214122951496,0.0476394019886219,0.0044330515820732,2.6499288760750688e-05,0.0,0.0090401172637939,0.01065087318420406
dns.srv.port,DI-S2-1,SS,0.0,2.0,0.0487310292054584,0.0479150068759303,0.0975412823971129,0.0479150068759303,0.0049826245674843,0.00039670853878099997,0.0,0.012520122528076138,0.013830566406249958
dns.srv.priority,DI-S2-1,SS,0.0,2.0,0.0483739318964417,0.0476412217972171,0.0054777903336209,0.0476412217972171,0.004437897682926,2.421865909851828e-05,0.0,0.009491062164306601,0.00935764312744138
