,precision,recall,f1-score,support
appletv,0.8974761287106006,0.9808564988730275,0.9372870497233025,1331.0
blink-camera,0.9663856082564751,0.9928010471204193,0.979250891615639,3056.0
blink-security-hub,1.0,0.9966442953020132,0.9983193277310924,298.0
echodot,0.8974761904761905,0.05439330543933053,0.10222421639722092,1195.0
echoplus,0.9326629790413548,0.7669867398262462,0.841694729229321,4374.0
echospot,0.6007505630604121,0.8265747126436783,0.6957797482753715,4350.0
firetv,0.9864426400018549,0.6180790960451978,0.7598912878026728,1947.0
google-home-mini,0.9673753509150722,1.0,0.9833935955716439,1399.0
insteon-hub,1.0,0.8387516600265603,0.9114856651943662,1506.0
lightify-hub,0.9934673366834171,1.0,0.9967067764407854,783.0
magichome-strip,0.9956662749706229,0.997377049180328,0.9965110379377892,366.0
nest-tstat,0.6417189463234751,1.0,0.7781856645065113,1343.0
ring-doorbell,0.9999782505267448,0.9999773437853999,0.9999777970277494,44138.0
roku-tv,0.8714006145674018,0.7434339622641509,0.8009718268020688,1060.0
samsungtv-wired,0.9824147520861787,0.8929393242097612,0.9352864864121487,8257.0
sengled-hub,1.0,0.570134529147982,0.7256254546777382,446.0
smartthings-hub,1.0,1.0,1.0,2597.0
sousvide,1.0,0.9232876712328769,0.9599101857521939,73.0
t-philips-hub,1.0,1.0,1.0,16784.0
t-wemo-plug,0.9486841478320176,1.0,0.9736633405820944,4061.0
tplink-bulb,0.9381352483417547,1.0,0.9675223075171278,1975.0
tplink-plug,1.0,1.0,1.0,681.0
wansview-cam-wired,0.7556106729774348,0.9993684442972284,0.8605610335790298,99627.0
xiaomi-hub,1.0,1.0,1.0,289.0
yi-camera,0.9520637753502222,0.039535712092366275,0.07590116711049634,32566.0
accuracy,0.8437746373165261,0.8437746373165261,0.8437746373165261,0.8437746373165261
macro avg,0.9331083792048491,0.8496456556594629,0.8512059835954546,234502.0
weighted avg,0.8743089671787807,0.8437746373165261,0.7902339453808299,234502.0
