,precision,recall,f1-score,support
Amazon Echo,0.8389244109661032,0.9578,0.8944296586823551,10000.0
Awair air quality monitor,0.7457627118644068,0.0044,0.008748384531265533,10000.0
Belkin Wemo switch,0.005317164179104478,0.0057,0.005501930501930502,10000.0
Belkin wemo motion sensor,0.3630041168711779,0.9082000000000001,0.5186898540792141,10000.0
Dropcam,0.9936410256410257,0.48440000000000005,0.6512941176470588,10000.0
HP Printer,0.7988240235195296,0.3804,0.5153773201463216,10000.0
Light Bulbs LiFX Smart Bulb,0.9928073000536768,0.9704092339979014,0.9814804988060495,9530.0
MacBook,0.8267252340769853,0.7152,0.7669293871642271,10000.0
NEST Protect smoke alarm,0.021023359288097888,0.8873239436619718,0.041073562968597196,213.0
Netatmo Welcome,0.8583888211572728,0.9153,0.885931374921357,10000.0
Netatmo weather station,0.9355075657411488,0.6368,0.7577794966383055,10000.0
PIX-STAR Photo-frame,0.84026369168357,0.8949500405076964,0.866745128808683,3703.0
Phillip Hue Lightbulb,0.9940722112448357,0.5534,0.7109911993319201,10000.0
Samsung Galaxy Tab,0.4528062630940567,0.8213000000000001,0.5837657260643969,10000.0
Samsung SmartCam,0.8522366838018156,0.7792,0.8140834769889777,10000.0
Smart Things,0.9995001999200321,0.9999,0.9997000599880025,10000.0
TP-Link Day Night Cloud camera,0.8969814995131451,0.6821682464454977,0.7749642466560107,6752.0
TP-Link Smart plug,0.9781287970838395,0.3924914675767918,0.5601948503827419,2051.0
TPLink Router Bridge LAN,0.6249256984347137,0.6308,0.6278491091868219,10000.0
Triby Speaker,0.7625482625482626,0.5376344086021505,0.6306378223038237,7347.0
iHome,0.8709677419354838,0.951126626467788,0.9092839805825242,3151.0
accuracy,0.654350003183847,0.654350003183847,0.654350003183847,0.654350003183847
macro avg,0.7453503229818231,0.6718525698695141,0.6431167231609801,172747.0
weighted avg,0.7634471914868493,0.654350003183847,0.6591286339448568,172747.0
