,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,6839,0,2,569,49,0,0,123,20,399,21,495,86,1392,0,0,0,0,0,0,0
1,0,9832,0,0,0,0,81,0,0,0,84,0,0,0,0,0,0,0,0,0,0
2,401,0,1000,7535,0,0,0,14,431,0,73,15,322,5,198,0,0,0,0,0,0
3,277,0,667,7064,41,124,0,1118,300,0,14,60,141,97,92,0,0,0,0,0,0
4,0,0,0,62,9572,0,0,345,7,0,7,0,3,0,0,0,0,0,0,0,0
5,0,3,52,1565,2,3197,0,15,4913,0,232,2,1,8,6,0,0,0,0,0,0
6,0,250,0,0,0,0,8980,2,0,0,292,2,2,0,0,0,0,0,0,0,0
7,2,231,1,868,19,282,2,6733,37,39,351,14,76,1300,40,0,0,0,0,0,0
8,0,0,0,2,0,0,0,0,180,0,29,0,0,0,0,0,0,0,0,0,0
9,576,0,0,244,0,30,0,1,487,8084,29,94,17,433,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,870,0,8435,0,521,172,0,0,0,0,0,0,0
11,124,0,0,48,6,49,0,0,205,1011,162,982,245,866,0,0,0,0,0,0,0
12,35,136,163,3819,0,136,0,1203,0,25,0,55,4348,75,0,0,0,0,0,0,0
13,98,0,22,2154,1997,48,3,1461,397,80,144,28,100,3110,351,0,0,0,0,0,0
14,0,0,208,2207,228,620,0,35,240,0,17,121,318,47,5953,0,0,0,0,0,0
15,0,9755,0,39,12,25,0,71,0,0,47,0,48,0,0,0,0,0,0,0,0
16,31,0,273,645,0,0,10,35,57,17,59,38,3088,2496,0,0,0,0,0,0,0
17,3,0,7,1498,0,120,0,1,80,0,84,46,46,0,160,0,0,0,0,0,0
18,81,288,593,1819,40,215,135,635,135,242,143,493,495,269,4413,0,0,0,0,0,0
19,2,0,3,91,0,0,0,4443,195,12,199,296,1101,1002,0,0,0,0,0,0,0
20,0,2395,0,0,0,0,0,0,652,0,74,0,28,0,0,0,0,0,0,0,0
