,precision,recall,f1-score,support
Amazon Echo,0.9014573213046495,0.9093,0.9053616767063275,10000.0
Awair air quality monitor,1.0,0.0051,0.010148243955825292,10000.0
Belkin Wemo switch,0.0,0.0,0.0,10000.0
Belkin wemo motion sensor,0.453993672112094,0.7031,0.5517322556597481,10000.0
Dropcam,0.0,0.0,0.0,10000.0
HP Printer,0.9944846604619096,0.2885,0.4472521509960468,10000.0
Light Bulbs LiFX Smart Bulb,0.9943382873319179,0.9835,0.988889447488814,10000.0
MacBook,0.9470486111111112,0.5455,0.692258883248731,10000.0
NEST Protect smoke alarm,0.9716981132075472,0.5868945868945868,0.7317939609236235,351.0
Netatmo Welcome,1.0,0.2323,0.3770185831372231,10000.0
Netatmo weather station,0.9563834620626988,0.6315,0.7607058965247244,10000.0
PIX-STAR Photo-frame,0.33057684550221866,0.933903133903134,0.48830627141367494,1755.0
Phillip Hue Lightbulb,0.9890786894427331,0.3532,0.5205217006852848,10000.0
Samsung Galaxy Tab,0.131402316666436,0.9495,0.23085619810598232,10000.0
Samsung SmartCam,0.8437839797027908,0.6984,0.7642392077474421,10000.0
Smart Things,1.0,0.9636,0.9814626196781422,10000.0
TP-Link Day Night Cloud camera,0.9190340909090909,0.352076909123889,0.5091147540983607,5513.0
TP-Link Smart plug,0.7501805054151625,0.8060512024825446,0.7771129394166043,2578.0
TPLink Router Bridge LAN,0.11280330407847186,0.0874,0.09848997070092405,10000.0
Triby Speaker,0.9490603363006924,0.2714285714285714,0.42212934447866257,7070.0
iHome,0.793480240393371,0.8904557531166973,0.839175654853621,4893.0
accuracy,0.4974965148698885,0.4974965148698885,0.4974965148698885,0.4974965148698885
macro avg,0.7161335445715666,0.5329385789023535,0.5284080838009411,172160.0
weighted avg,0.7072602644306061,0.4974965148698885,0.5013004953229004,172160.0
