,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,7418,0,56,1,0,0,771,1553,0,0,0,15,21,62,0,0,0,0,0,103,0
1,0,211,0,0,0,0,4,9769,0,0,0,0,12,0,0,0,0,0,4,0,0
2,789,1,1097,1054,0,1139,0,1,0,3,0,0,311,9,510,0,5038,45,3,0,0
3,120,0,1439,6785,0,128,0,56,0,5,6,3,130,57,68,0,818,305,13,67,0
4,0,0,0,0,7744,0,0,0,0,0,0,1,0,2255,0,0,0,0,0,0,0
5,0,0,0,0,0,5425,0,32,0,0,0,0,1,2,3,0,0,0,9,0,0
6,0,0,0,0,0,3,9763,0,0,0,0,3,0,49,0,0,0,0,182,0,0
7,1,0,0,11,3,0,0,1928,0,0,1,1,137,106,0,0,0,0,0,0,1
8,0,0,0,0,0,29,4,8,207,0,14,0,0,0,0,0,0,0,0,0,0
9,85,0,15,1,0,7,0,2,0,8307,1,203,2,24,6,0,0,1,1343,3,0
10,0,0,0,0,0,0,429,572,429,0,2613,0,0,0,0,0,0,0,0,0,0
11,8,0,0,0,0,0,0,0,0,2,3,3516,0,4,0,0,0,0,0,0,0
12,519,0,0,0,0,0,0,0,0,0,0,5,7987,0,0,0,801,0,68,620,0
13,64,0,1,210,54,209,0,1354,0,0,0,4,204,7683,161,0,9,2,32,13,0
14,0,0,114,0,0,105,0,0,0,1,0,0,0,112,9664,0,0,4,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0
16,0,0,24,0,0,0,0,1417,0,0,0,3,0,47,0,0,5389,4,0,0,0
17,53,0,10,120,0,0,0,0,0,0,0,44,0,0,0,0,0,2210,0,0,0
18,0,0,3,0,0,42,0,0,0,0,0,0,17,22,1193,497,0,0,8225,1,0
19,12,0,1,0,0,10,3,114,0,189,0,9,55,6483,0,0,6,7,1,3110,0
20,0,0,0,0,0,0,0,100,0,0,8,3,0,0,0,0,0,0,0,1,6060
