,precision,recall,f1-score,support
Amazon Echo,0.8079686156527413,0.68396,0.7363221792966709,10000.0
Awair air quality monitor,0.4319229409095219,0.9832000000000001,0.5994062017915387,10000.0
Belkin Wemo switch,0.3553903031528379,0.10003999999999999,0.1527491930671687,10000.0
Belkin wemo motion sensor,0.23992638685110107,0.7064199999999999,0.35638920306189137,10000.0
Dropcam,0.8139555904649012,0.9572199999999998,0.8757427763688808,10000.0
HP Printer,0.7104414326612575,0.3197,0.42545831382976457,10000.0
Light Bulbs LiFX Smart Bulb,0.9754090536521142,0.9422875131164743,0.9574954196676011,9530.0
MacBook,0.41831949183863165,0.6733399999999999,0.5102461383336159,10000.0
NEST Protect smoke alarm,0.19595058479402033,0.8469483568075116,0.1962273437096977,213.0
Netatmo Welcome,0.8195304431304289,0.8084,0.8118564678759224,10000.0
Netatmo weather station,0.8126292229942436,0.84352,0.8190321753706999,10000.0
PIX-STAR Photo-frame,0.3417667210362307,0.2652443964353227,0.2940400103341935,3703.0
Phillip Hue Lightbulb,0.4071372753209042,0.43479999999999996,0.4143598090511861,10000.0
Samsung Galaxy Tab,0.28062221538523613,0.311,0.29304226816140655,10000.0
Samsung SmartCam,0.5297425788116132,0.5953799999999999,0.5600516766775391,10000.0
Smart Things,0.0,0.0,0.0,10000.0
TP-Link Day Night Cloud camera,0.0,0.0,0.0,6752.0
TP-Link Smart plug,0.0,0.0,0.0,2051.0
TPLink Router Bridge LAN,0.0,0.0,0.0,10000.0
Triby Speaker,0.0,0.0,0.0,7347.0
iHome,0.0,0.0,0.0,3151.0
accuracy,0.4880686784719851,0.4880686784719851,0.4880686784719851,0.4880686784719851
macro avg,0.3876529931740849,0.4510219174456814,0.38106757983798933,172747.0
weighted avg,0.4450370362182679,0.4880686784719851,0.4388042742321011,172747.0
