Dataset,T,CV,ML,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T,Al-Time
UKVPN,0,1,RF,0.9239013712208822,0.9669175555347312,0.9905278776444891,0.9669175555347312,0.9725059979865179,0.8966491426266452,0,72.36248445510864,1.3024029731750488,0.860217809677124
UKVPN,0,2,RF,0.9302825045432017,0.973383796347164,0.9929492668636564,0.973383796347164,0.9775193960062739,0.9046222368615924,0,74.87225651741028,1.3589317798614502,0.8737344741821289
UKVPN,0,3,RF,0.9320997852304642,0.9731230243382304,0.9924477356117614,0.9731230243382304,0.9777306211663008,0.9077893875255,0,75.43726181983948,1.3139264583587646,0.8511197566986084
UKVPN,0,4,RF,0.9300759953741946,0.9713918150349999,0.9915697968185759,0.9713918150349999,0.9762714208951916,0.9048830695912993,0,74.9001190662384,1.4041059017181396,1.44728684425354
UKVPN,0,5,RF,0.9209482901040806,0.9652959733634142,0.9896316321019845,0.9652959733634142,0.9706759036779482,0.8921087789010185,0,74.39123439788818,1.4409608840942383,0.8223109245300293
UKVPN,1,1,RF,0.9267098959193788,0.969772154124717,0.9920251471503064,0.969772154124717,0.9748630367905726,0.899832507321477,0,74.46837186813354,1.4559054374694824,0.8364346027374268
UKVPN,1,2,RF,0.9260077647447547,0.9721517196484123,0.9924168201611159,0.9721517196484123,0.975995159209978,0.8991245088820988,0,73.31339001655579,1.397099256515503,0.8587524890899658
UKVPN,1,3,RF,0.92848587477284,0.9719374808992152,0.9928841129196501,0.9719374808992152,0.9767674608184248,0.9027836576376775,0,74.76828598976135,1.3452603816986084,0.8185403347015381
UKVPN,1,4,RF,0.9277217908475136,0.9742018014866264,0.9932000300740214,0.9742018014866264,0.9779867716789988,0.9015443184702904,0,71.79392600059509,1.5101978778839111,0.8364980220794678
UKVPN,1,5,RF,0.9299933917065918,0.9724943811793513,0.9922689557772213,0.9724943811793513,0.9771555452399925,0.9049118074457602,0,77.82424688339233,1.3224456310272217,0.8055760860443115
UKVPN,2,1,RF,0.9262968775813646,0.9712644043472278,0.9920790473790321,0.9712644043472278,0.9758240257476232,0.8997023980579353,0,73.86661744117737,1.340489387512207,0.8260798454284668
UKVPN,2,2,RF,0.9301999008755989,0.9735823337250519,0.9928900752602335,0.9735823337250519,0.9777630986716717,0.9049159620511414,0,71.74293398857117,1.3302638530731201,0.8212344646453857
UKVPN,2,3,RF,0.9296836279530811,0.974275283143853,0.9928369607338178,0.974275283143853,0.9782431300555255,0.9046142743239585,0,75.60987997055054,1.3159985542297363,0.8078551292419434
UKVPN,2,4,RF,0.926627292251776,0.9710403065212225,0.992063060343281,0.9710403065212225,0.975606547530436,0.8998909164261598,0,72.6811454296112,1.2988059520721436,0.8333151340484619
UKVPN,2,5,RF,0.9287130348587477,0.9718405152566959,0.9928657912490536,0.9718405152566959,0.9766007612977787,0.9027031539214498,0,74.57113456726074,1.3138446807861328,0.8322334289550781
UKVPN,3,1,RF,0.926771848670081,0.9709247429575028,0.9925173673123928,0.9709247429575028,0.9757330525285393,0.9001725529429568,0,75.52124547958374,1.4517557621002197,0.8273518085479736
UKVPN,3,2,RF,0.9301585990417974,0.9750104065185508,0.9933681765653329,0.9750104065185508,0.9789034234615477,0.9049467502124204,0,73.3230972290039,1.2962732315063477,0.8326420783996582
UKVPN,3,3,RF,0.9297868825375847,0.9727998428617362,0.9924898183439709,0.9727998428617362,0.9773751643600772,0.9047045663777658,0,74.47527813911438,1.6637723445892334,0.827031135559082
UKVPN,3,4,RF,0.929972740789691,0.9725384624327377,0.9928181684455716,0.9725384624327377,0.9773265136088355,0.9045773218185408,0,74.35610222816467,1.3036479949951172,0.8320996761322021
UKVPN,3,5,RF,0.9286304311911449,0.9721282108404387,0.99243682956239,0.9721282108404387,0.9765731851446097,0.9027392018706729,0,73.25822496414185,1.280430793762207,0.8481729030609131
UKVPN,4,1,RF,0.928981496778457,0.9743491621949736,0.9922542472153517,0.9743491621949736,0.9778368895546461,0.9035026400912664,0,73.45656871795654,1.3411896228790283,0.8588194847106934
UKVPN,4,2,RF,0.92819676193623,0.9709543101051666,0.9911385555967154,0.9709543101051666,0.9753287742947563,0.9020074327226609,0,74.6328763961792,1.6038916110992432,0.9045720100402832
UKVPN,4,3,RF,0.9271435651742937,0.9744685394188224,0.9934306846356528,0.9744685394188224,0.9781209133838064,0.9005385046406845,0,80.75626230239868,1.707592248916626,0.840247631072998
UKVPN,4,4,RF,0.9263588303320668,0.9717148274638283,0.9922435915961256,0.9717148274638283,0.9759761369394369,0.8995895771266342,0,74.39079785346985,1.3146634101867676,0.8109555244445801
UKVPN,4,5,RF,0.929332562365769,0.9703030271533456,0.9921947051346949,0.9703030271533456,0.975638906775095,0.9040798770584894,0,74.03470873832703,1.3448798656463623,0.8760826587677002
