,precision,recall,f1-score,support
appletv,1.0,1.0,1.0,275.4
blink-camera,0.9981588814445728,1.0,0.999078509867134,1848.6
blink-security-hub,1.0,0.9971830985915492,0.9985815602836879,77.2
echodot,1.0,1.0,1.0,469.6
echoplus,1.0,0.9670833930208464,0.9831841061538201,715.8
echospot,0.9863508223885791,0.9997642130602198,0.9929990589783738,1670.6
firetv,1.0,0.9996062992125985,0.9998029556650246,518.6
google-home-mini,1.0,0.9996478873239436,0.9998237885462554,534.6
insteon-hub,1.0,1.0,1.0,6.6
lightify-hub,1.0,1.0,1.0,104.8
magichome-strip,1.0,0.9817805383022774,0.9906775067750677,30.4
nest-tstat,1.0,0.9992506735518635,0.9996249853921793,537.0
ring-doorbell,1.0,0.9999446595658534,0.9999723288257915,14460.2
roku-tv,1.0,1.0,1.0,178.0
samsungtv-wired,0.9997322623828648,1.0,0.9998660415271265,746.4
sengled-hub,1.0,1.0,1.0,32.8
smartthings-hub,1.0,1.0,1.0,337.0
sousvide,1.0,0.9993288590604028,0.9996638655462184,285.4
t-philips-hub,1.0,1.0,1.0,587.2
t-wemo-plug,1.0,0.9997490589711419,0.9998744507219083,801.2
tplink-bulb,1.0,0.9986111111111111,0.9993031358885018,134.2
tplink-plug,1.0,0.9981132075471699,0.9990521327014218,111.6
wansview-cam-wired,0.9415176592565345,1.0,0.9698658777240696,18150.8
xiaomi-hub,1.0,0.9989528795811518,0.9994750656167979,185.8
yi-camera,1.0,0.7994623145011889,0.8883685731254147,5624.2
accuracy,0.9761399306129193,0.9761399306129193,0.9761399306129193,0.9761399306129193
macro avg,0.9970303850189021,0.9895391277360528,0.9927685577335517,48424.0
weighted avg,0.9775300762908005,0.9761399306129193,0.9751717691995131,48424.0
