,precision,recall,f1-score,support
appletv,1.0,1.0,1.0,359.4
blink-camera,0.9978545887961859,0.9970243387563855,0.9974308922518518,1677.0
blink-security-hub,1.0,0.9971830985915492,0.9985815602836879,67.0
echodot,0.9911916830700296,1.0,0.9955528400199736,629.4
echoplus,0.9847791164658635,0.890811649333199,0.9347883884911379,548.8
echospot,0.9489136811628569,1.0,0.9737642065927499,1303.0
firetv,1.0,0.8899173497302865,0.9400571231701769,209.6
google-home-mini,1.0,1.0,1.0,384.0
insteon-hub,1.0,1.0,1.0,6.6
lightify-hub,1.0,1.0,1.0,65.4
magichome-strip,1.0,1.0,1.0,22.6
nest-tstat,1.0,0.9996190476190476,0.9998093422306958,513.0
ring-doorbell,1.0,0.9999634045808881,0.9999817017324109,16408.8
roku-tv,1.0,0.9774393991123251,0.9881944444444445,117.4
samsungtv-wired,0.995741923160882,1.0,0.9978549857274845,542.8
sengled-hub,1.0,1.0,1.0,67.4
smartthings-hub,1.0,1.0,1.0,425.4
sousvide,1.0,0.9981461661573657,0.9990716488466231,316.8
t-philips-hub,1.0,1.0,1.0,1430.2
t-wemo-plug,0.9890446144506619,0.9954268292682926,0.9921711518351433,650.8
tplink-bulb,1.0,0.9980413306989908,0.9990179980037992,291.6
tplink-plug,1.0,1.0,1.0,119.2
wansview-cam-wired,0.8904251323211044,1.0,0.9420307843841286,16047.6
xiaomi-hub,1.0,0.9983606557377049,0.9991769547325102,127.8
yi-camera,1.0,0.6219483190821264,0.7667933523863555,5225.4
accuracy,0.9564354353722901,0.9564354353722901,0.9564354353722901,0.9564354353722901
macro avg,0.9919180295771033,0.9745552635467265,0.9809710950053269,47557.0
weighted avg,0.9610679800746222,0.9564354353722901,0.9527446602413582,47557.0
