Feature,Dataset,Folder,T,CV,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
ACK Flag Cnt,DIS1,CV,3.0,0.0,0.21984053752400307,0.07552746951688953,0.02120839075932916,0.07552746951688953,0.03298713893658426,0.09422988640067739,0.0,0.0058127880096435006,0.00357995033264156
Active Max,DIS1,CV,3.0,0.0,0.31167072138861984,0.25013951678208773,0.4951649961063677,0.25013951678208773,0.28480532202959247,0.21629086520159602,0.0,0.13067135810852046,0.00745568275451656
Active Mean,DIS1,CV,3.0,0.0,0.2971066829467383,0.22783860540159565,0.46427258319132053,0.22783860540159565,0.2578169229186364,0.19970500098784344,0.0,0.1488653182983398,0.00607500076293942
Active Min,DIS1,CV,3.0,0.0,0.3301278875053202,0.26213646369392996,0.5292694627678393,0.26213646369392996,0.3018711072225918,0.2379357350753999,0.0,0.1093724966049194,0.00505626201629635
Active Std,DIS1,CV,4.0,0.0,0.21416957026713124,0.1261421620552728,0.2244800512557864,0.1261421620552728,0.11908535940353497,0.0997481611837774,0.0,0.0872461001078287,0.004836956659952734
Bwd Blk Rate Avg,DIS1,CV,3.0,0.0,0.13800309075330613,0.0476190476190476,0.006571575750157379,0.0476190476190476,0.011549158920354841,0.0,0.0,0.0052580833435058195,0.00597782135009764
Bwd Byts/b Avg,DIS1,CV,3.25,0.0,0.137349540648019,0.0476190476190476,0.006540454316572275,0.0476190476190476,0.011500548433279498,0.0,0.0,0.0061133503913879,0.0004391074180603
Bwd Header Len,DIS1,CV,3.0,0.0,0.5019651839872272,0.41266934432374314,0.5187935229618064,0.41266934432374314,0.41657895854755306,0.44945284253476414,0.0,0.032080221176147415,0.0051523685455322
Bwd IAT Max,DIS1,CV,3.0,0.0,0.46337388961713255,0.5080004683974457,0.5692512274327515,0.5080004683974457,0.5222836890632471,0.4029524610182743,0.0,0.2414058685302734,0.00676903724670404
Bwd IAT Mean,DIS1,CV,3.0,0.0,0.45175057985008504,0.46672322896667334,0.5223637199747803,0.4620412461123503,0.4804697717987535,0.39040949487526755,0.0,0.23400244712829585,0.00790257453918452
Bwd IAT Min,DIS1,CV,3.0,0.0,0.4249080356429653,0.36028246913335243,0.4223542776773822,0.3567718478878264,0.372217955186552,0.35875230128690244,0.0,0.177285623550415,0.0077329158782958405
Bwd IAT Std,DIS1,CV,3.0,0.0,0.3686168871671097,0.3683852813988124,0.5454730774432427,0.36475495377812156,0.40495080015994045,0.28903215983999025,0.0,0.18154683113098138,0.00782923698425286
Bwd IAT Tot,DIS1,CV,3.0,0.0,0.42317986897439674,0.4229659260681296,0.4797775573578124,0.41871054451307865,0.43683341537231224,0.35862422278720163,0.0,0.2392287254333496,0.00693473815917964
Bwd Pkt Len Max,DIS1,CV,3.0,0.0,0.637598999887587,0.586807639952122,0.8037932969779125,0.586807639952122,0.6288104161997008,0.5959344894224436,0.0,0.04127736091613764,0.00387401580810542
Bwd Pkt Len Mean,DIS1,CV,3.0,0.0,0.6649988411496048,0.6547064533236815,0.8109682135476707,0.6483100804883629,0.6946511982136092,0.627153551341012,0.0,0.07484569549560544,0.00511775016784662
Bwd Pkt Len Min,DIS1,CV,3.0,0.0,0.431583751038243,0.29069955193720587,0.5296158441954513,0.29069955193720587,0.3087058366125632,0.3542018818133792,0.0,0.02050018310546872,0.00487489700317376
Bwd Pkt Len Std,DIS1,CV,2.5,0.0,0.5254694072479015,0.5241899894228129,0.8100205521076973,0.5241899894228129,0.5978547757919267,0.46790383279934666,0.0,0.04936969280242915,0.003645181655883775
Bwd Pkts/b Avg,DIS1,CV,3.0,0.0,0.13874178419258135,0.0476190476190476,0.00660675162821812,0.0476190476190476,0.0116035411278722,0.0,0.0,0.006800365447997979,0.0031919479370116606
Bwd Pkts/s,DIS1,CV,3.0,0.0,0.5086688409577984,0.5038944824695577,0.507108420632312,0.5038944824695577,0.5047176906197185,0.45895205057192534,0.0,0.3400986671447753,0.0101118087768554
Bwd PSH Flags,DIS1,CV,3.0,0.0,0.15543812872732582,0.06119457972357284,0.01379355641631234,0.06119457972357284,0.02187982752365864,0.03222258210239672,0.0,0.0060482025146484,0.00294656753540036
Bwd Seg Size Avg,DIS1,CV,3.0,0.0,0.6646366320549235,0.6519573556481003,0.8151710314169496,0.6519573556481003,0.6958707293634174,0.6267341651184549,0.0,0.0879634857177734,0.006113719940185519
Bwd URG Flags,DIS1,CV,3.5,0.0,0.13485827572870027,0.0476190476190476,0.006421822653747575,0.0476190476190476,0.01131727278189575,0.0,0.0,0.0038634538650512253,0.0038241744041442247
CWE Flag Count,DIS1,CV,3.0,0.0,0.13867208806971648,0.04804458567870694,0.044308120369050664,0.04804458567870694,0.012414974139567159,0.00050618530429688,0.0,0.005830526351928661,0.0020796775817871
Down/Up Ratio,DIS1,CV,3.0,0.0,0.19292834575259354,0.06622706093787852,0.030209748307604624,0.06622706093787852,0.038068146745924916,0.06301632570202581,0.0,0.00897397994995114,0.00446729660034176
Dst Port,DIS1,CV,3.0,0.0,0.54859787551378,0.41431902381643726,0.619319053224465,0.41431902381643726,0.45107346115148894,0.4893862750296786,0.0,0.062232875823974555,0.0040944099426269195
ECE Flag Cnt,DIS1,CV,3.5,0.0,0.1388825409342718,0.048046567854946695,0.04916674826338173,0.048046567854946695,0.012433454433673274,0.000496073695385075,0.0,0.006406128406524601,0.00126272439956665
FIN Flag Cnt,DIS1,CV,3.5,0.0,0.19107683131989245,0.06599527322668508,0.04209209884942292,0.06599527322668508,0.03676730872328202,0.06160754308467973,0.0,0.00524562597274775,0.001198112964630125
Flow Byts/s,DIS1,CV,3.0,0.0,0.4802235005536891,0.47529582912417834,0.5295699732438974,0.4705535351068555,0.48435642527528866,0.42338162898385995,0.0,0.29755001068115233,0.005478858947753859
Flow Duration,DIS1,CV,3.0,0.0,0.4527400589064074,0.4280664458692055,0.43119078534614685,0.4280664458692055,0.4288098980645218,0.3969516826053371,0.0,0.3800347805023193,0.01104550361633296
Flow IAT Max,DIS1,CV,3.0,0.0,0.5244592417529936,0.5225490686073753,0.5360126324500011,0.5225490686073753,0.5280728589783322,0.47546571878607596,0.0,0.3247654438018799,0.00987806320190424
