Feature,Dataset,Folder,T,CV,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
HH_0.01_covariance_0_1,DD12,DD,0.0,2.0,0.1177755665868043,0.1068167227459947,0.0951382560820162,0.1068167227459947,0.0912719965943522,0.0681931316393255,0.0,1.1362188816070558,0.09104366302490233
HH_0.01_magnitude_0_1,DD12,DD,0.0,2.0,0.1613570289005131,0.1553324442943385,0.1473984310703106,0.1553324442943385,0.1411193380614266,0.1158331451574959,0.0,1.306277322769165,0.0941444873809814
HH_0.01_mean_0,DD12,DD,0.0,2.0,0.1727193387180157,0.1643496684793128,0.1987311470409621,0.1643496684793128,0.1691812814441754,0.1266160121069016,0.0,1.4073614597320556,0.08959584236145014
HH_0.01_pcc_0_1,DD12,DD,0.0,2.0,0.10037633482125478,0.0899658884560991,0.0774311534849738,0.0899658884560991,0.0755851986587684,0.0495722900141957,0.0,1.2163329601287842,0.09393849372863766
HH_0.01_radius_0_1,DD12,DD,0.0,2.0,0.11672494204888459,0.1139249706833589,0.11610510490717621,0.1139249706833589,0.1098841458776455,0.0674327759015616,0.0,1.368541669845581,0.09758443832397456
HH_0.01_std_0,DD12,DD,0.0,2.0,0.1338239953750284,0.1330552074045446,0.1281190151292976,0.1330552074045446,0.1253899640527514,0.0859105851807517,0.0,1.4222868919372558,0.09432535171508787
HH_0.01_weight_0,DD12,DD,0.0,2.0,0.1566709099297916,0.1772122399971694,0.1582999558631526,0.1772122399971694,0.1576317917526241,0.11171175470889501,0.0,1.491391372680664,0.09752221107482908
HH_0.1_covariance_0_1,DD12,DD,0.0,2.0,0.1154575219713941,0.1026700759205154,0.0914031560548529,0.1026700759205154,0.0864139978513458,0.0648948723968727,0.0,1.0667267322540284,0.08468494415283198
HH_0.1_magnitude_0_1,DD12,DD,0.0,2.0,0.1678108653477344,0.1702451528211123,0.1894503406019488,0.1702451528211123,0.1652796128049593,0.1221912354731421,0.0,1.3546813488006593,0.095795726776123
HH_0.1_mean_0,DD12,DD,0.0,2.0,0.1931481491775666,0.1931993605811102,0.2331308516910835,0.1931993605811102,0.1978699566495449,0.1473382218513597,0.0,1.2794140815734862,0.08820934295654295
HH_0.1_pcc_0_1,DD12,DD,0.0,2.0,0.0979637895860316,0.0869033283939682,0.0848378887583001,0.0869033283939682,0.0731626773601833,0.0465192762314363,0.0,1.0794265747070313,0.09424104690551753
