Feature,Dataset,Folder,T,CV,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T
HH_0.01_covariance_0_1,DD12T,DD,0.0,2.0,0.0810821147643391,0.082067064311035,0.0933321891695973,0.082067064311035,0.0771044383920579,0.0357227823607667,0.0,1.4962901592254638,0.07841582298278807
HH_0.01_magnitude_0_1,DD12T,DD,0.0,2.0,0.1437040247835898,0.1350155184161875,0.1525132270082217,0.1350155184161875,0.1347039409381527,0.093696867099095,0.0,1.5965302467346192,0.08144273757934568
HH_0.01_mean_0,DD12T,DD,0.0,2.0,0.176060378128227,0.1734932163246023,0.1479239538810415,0.1734932163246023,0.1498642477005641,0.1285342005791863,0.0,1.6125516414642334,0.07957801818847651
HH_0.01_pcc_0_1,DD12T,DD,0.0,2.0,0.0708257371970575,0.0713771775572757,0.072627261016957,0.0713771775572757,0.0632260709655462,0.0244510010569392,0.0,1.5172128200531005,0.08927917480468747
HH_0.01_radius_0_1,DD12T,DD,0.0,2.0,0.1008235699078264,0.10190753498154179,0.1008947417972111,0.10190753498154179,0.0965472012638879,0.0496259741007697,0.0,1.5429774284362794,0.08965826034545894
HH_0.01_std_0,DD12T,DD,0.0,2.0,0.1251545787172197,0.1289681758771881,0.1167154265898271,0.1289681758771881,0.1183645000188985,0.0754519281282094,0.0,1.4906115531921387,0.08478298187255855
HH_0.01_weight_0,DD12T,DD,0.0,2.0,0.1517102461785591,0.1656112436289541,0.1765212003484612,0.1656112436289541,0.160257092956894,0.1041512877450641,0.0,1.6481595039367676,0.08521366119384761
HH_0.1_covariance_0_1,DD12T,DD,0.0,2.0,0.0919376840602251,0.0952676498940733,0.0881334079607762,0.0952676498940733,0.0756781917117846,0.0453033796836246,0.0,1.4037088871002197,0.07459378242492672
HH_0.1_magnitude_0_1,DD12T,DD,0.0,2.0,0.1711776029781103,0.1873048279378816,0.2039166511837362,0.1873048279378816,0.1867028709931616,0.12205745423543339,0.0,1.5099873065948486,0.0909429550170898
HH_0.1_mean_0,DD12T,DD,0.0,2.0,0.1890194928543199,0.2034709913588642,0.2057924258439367,0.2034709913588642,0.1931914244951664,0.1411785213759946,0.0,1.4652180194854736,0.08160724639892573
HH_0.1_pcc_0_1,DD12T,DD,0.0,2.0,0.0728846619666237,0.0778382628130067,0.0646176667510914,0.0778382628130067,0.05818337157628299,0.0261603281143347,0.0,1.3716628074645996,0.08443584442138667
HH_0.1_radius_0_1,DD12T,DD,0.0,2.0,0.106847359094328,0.1144468616747707,0.1164215237398257,0.1144468616747707,0.1117074545195688,0.055828315725492,0.0,1.4448875427246093,0.09723210334777829
