,precision,recall,f1-score,support
appletv,0.9914023241764098,1.0,0.9956377561790056,1468.0
blink-camera,1.0,0.9818825422365245,0.9908531489149283,6215.0
blink-security-hub,1.0,1.0,1.0,377.0
echodot,0.9788374819303872,0.16306477093206953,0.2780621007073615,6330.0
echoplus,0.178090001051898,0.28209949079514296,0.21820822999881978,5106.0
echospot,0.7111529403421345,1.0,0.8310923971838171,5360.0
firetv,0.192671580335814,0.198322644301924,0.19450303615864767,2027.0
google-home-mini,0.995219544234996,0.9967701863354037,0.9959657691247139,1610.0
insteon-hub,1.0,1.0,1.0,1772.0
lightify-hub,1.0,1.0,1.0,791.0
magichome-strip,1.0,1.0,1.0,333.0
nest-tstat,0.9512471203891059,1.0,0.974838477732549,1350.0
ring-doorbell,0.9979224582603266,1.0,0.9989600811350993,54079.0
roku-tv,1.0,1.0,1.0,1009.0
samsungtv-wired,1.0,1.0,1.0,3479.0
sengled-hub,1.0,1.0,1.0,496.0
smartthings-hub,1.0,1.0,1.0,3357.0
sousvide,1.0,0.9420289855072463,0.9701492537313433,69.0
t-philips-hub,1.0,1.0,1.0,13628.0
t-wemo-plug,0.9904411764705883,1.0,0.9951822112415071,4015.0
tplink-bulb,0.9991924086412276,1.0,0.9995960412037972,4949.0
tplink-plug,1.0,1.0,1.0,1696.0
wansview-cam-wired,0.9988957780461108,1.0,0.9994475740811646,82317.0
xiaomi-hub,1.0,1.0,1.0,258.0
yi-camera,1.0,0.9967182372245663,0.998356333327352,27729.0
accuracy,0.9530014794186755,0.9530014794186755,0.9530014794186755,0.9530014794186755
macro avg,0.9194029125551599,0.9024354742933152,0.8976340964288042,229820.0
weighted avg,0.9658556108509974,0.9530014794186755,0.9505082727247206,229820.0
