,precision,recall,f1-score,support
appletv,0.9564189848331606,1.0,0.9776065337265016,1377.0
blink-camera,1.0,1.0,1.0,9243.0
blink-security-hub,1.0,0.6708808290155441,0.8022801873629584,386.0
echodot,0.6587888778937224,0.07894378194207836,0.14033249876341747,2348.0
echoplus,0.5630390773023559,0.8439899413243921,0.6753039717333366,3579.0
echospot,0.9407119735777724,0.9717371004429546,0.9559141426000854,8353.0
firetv,0.9920985920529772,1.0,0.9960195540591806,2593.0
google-home-mini,0.9990320178704394,1.0,0.9995148348572493,2673.0
insteon-hub,1.0,1.0,1.0,33.0
lightify-hub,1.0,1.0,1.0,524.0
magichome-strip,1.0,1.0,1.0,152.0
nest-tstat,1.0,1.0,1.0,2685.0
ring-doorbell,1.0,1.0,1.0,72301.0
roku-tv,0.6525516861692193,0.9988314606741574,0.7870821088944799,890.0
samsungtv-wired,1.0,0.8478456591639872,0.9171296421298222,3732.0
sengled-hub,1.0,0.39121951219512197,0.5606247411076737,164.0
smartthings-hub,0.929963316183662,1.0,0.9636922469717654,1685.0
sousvide,1.0,1.0,1.0,1427.0
t-philips-hub,1.0,1.0,1.0,2936.0
t-wemo-plug,0.9756871078698756,1.0,0.9876930224872693,4006.0
tplink-bulb,1.0,1.0,1.0,671.0
tplink-plug,1.0,1.0,1.0,558.0
wansview-cam-wired,0.9049346442305725,0.9999907442096216,0.9500896598670472,90754.0
xiaomi-hub,1.0,1.0,1.0,929.0
yi-camera,0.9999548281710726,0.6609508907933572,0.7958238155695028,28121.0
accuracy,0.9451177928300015,0.9451177928300015,0.9451177928300015,0.9451177928300015
macro avg,0.9429272442461931,0.8985755967904487,0.9003642784052117,242120.0
weighted avg,0.9500378473542789,0.9451177928300015,0.9396162325041412,242120.0
