,precision,recall,f1-score,support
appletv,1.0,1.0,1.0,1331.0
blink-camera,1.0,1.0,1.0,3056.0
blink-security-hub,1.0,1.0,1.0,298.0
echodot,0.44613234068784724,0.46125523012552305,0.44822565340452886,1195.0
echoplus,0.7438318663746892,0.7001371742112482,0.7194023776147089,4374.0
echospot,0.9551735366869721,0.7734712643678161,0.854684739603757,4350.0
firetv,0.8426813914382294,0.9799691833590138,0.9044322564619265,1947.0
google-home-mini,0.9231240246143597,1.0,0.9599470936494271,1399.0
insteon-hub,1.0,1.0,1.0,1506.0
lightify-hub,1.0,1.0,1.0,783.0
magichome-strip,1.0,1.0,1.0,366.0
nest-tstat,1.0,0.9070737155621742,0.9510952828807954,1343.0
ring-doorbell,1.0,1.0,1.0,44138.0
roku-tv,1.0,1.0,1.0,1060.0
samsungtv-wired,1.0,1.0,1.0,8257.0
sengled-hub,0.0,0.0,0.0,446.0
smartthings-hub,0.9892079811502933,1.0,0.9945494157460569,2597.0
sousvide,1.0,1.0,1.0,73.0
t-philips-hub,0.9394154607795928,1.0,0.9686641049067506,16784.0
t-wemo-plug,0.9980975609756098,1.0,0.99904423477515,4061.0
tplink-bulb,1.0,1.0,1.0,1975.0
tplink-plug,1.0,0.8129221732745961,0.893364683598333,681.0
wansview-cam-wired,0.9979071691723508,1.0,0.998952337689607,99627.0
xiaomi-hub,1.0,1.0,1.0,289.0
yi-camera,1.0,0.9967757784192102,0.9983852540868614,32566.0
accuracy,0.9838679414248066,0.9838679414248066,0.9838679414248066,0.9838679414248066
macro avg,0.9134228532751978,0.9052641807727833,0.9076298973767158,234502.0
weighted avg,0.9825233846782828,0.9838679414248066,0.9827457024376436,234502.0
