,precision,recall,f1-score,support
appletv,0.7687874525540753,0.7586776859504132,0.7617674993122453,1331.0
blink-camera,0.965180940311356,0.9608638743455498,0.9630077803803034,3056.0
blink-security-hub,0.8946868932575148,0.8778523489932886,0.8861849163197325,298.0
echodot,0.07092022496256116,0.15012552301255228,0.09625842502289242,1195.0
echoplus,0.37688640931346035,0.13790580704160954,0.20186211541613902,4374.0
echospot,0.48411445252810736,0.5483218390804598,0.5141347802684242,4350.0
firetv,0.6176098480491714,0.5123780174627633,0.5580207672755597,1947.0
google-home-mini,0.43471721403668334,0.898927805575411,0.56900134637559,1399.0
insteon-hub,0.9548185892773727,0.43652058432934926,0.5991306548021766,1506.0
lightify-hub,0.8449984935919531,0.5683269476372924,0.6795291970903243,783.0
magichome-strip,0.6006748427014761,0.8032786885245902,0.6388523624875082,366.0
nest-tstat,0.8319927723498843,0.8795234549516009,0.8544142165585289,1343.0
ring-doorbell,0.9984273180844181,0.9978567220988717,0.998141787590909,44138.0
roku-tv,0.19794899801063331,0.5964150943396226,0.29715496393605945,1060.0
samsungtv-wired,0.9481185525887748,0.6829599128012596,0.7939600400260691,8257.0
sengled-hub,0.5906252126867626,0.09955156950672646,0.16965572052228878,446.0
smartthings-hub,0.9044391965480948,0.9295340777820561,0.9168015911098009,2597.0
sousvide,0.04955271368724714,0.7123287671232876,0.09253643335158024,73.0
t-philips-hub,0.990758352411887,0.9832578646329839,0.9869912239604574,16784.0
t-wemo-plug,0.9095383332541299,0.9630632849051958,0.9355176935181084,4061.0
tplink-bulb,0.9875655981098512,0.9083544303797468,0.9463037644199126,1975.0
tplink-plug,0.9061136167880726,0.7703377386196769,0.8325559751279025,681.0
wansview-cam-wired,0.9345366559011812,0.711279070934586,0.8077637950988439,99627.0
xiaomi-hub,0.7574051018889241,0.9896193771626297,0.8054828600217527,289.0
yi-camera,0.501005827348067,0.8566541792053061,0.6322457244620729,32566.0
accuracy,0.7966354231520414,0.7966354231520414,0.7966354231520414,0.7966354231520414
macro avg,0.7008569444096663,0.7093565866558732,0.6614910253782073,234502.0
weighted avg,0.8553390705771793,0.7966354231520414,0.808700642385497,234502.0
