,precision,recall,f1-score,support
appletv,0.5122539296185953,0.4235294117647059,0.4622826969203883,1377.0
blink-camera,0.8563975694301389,0.7154819863680623,0.7795916242320569,9243.0
blink-security-hub,0.8731405230791282,0.4103626943005181,0.5581028837996046,386.0
echodot,0.46293682200899156,0.2278534923339012,0.30528828676667585,2348.0
echoplus,0.3048867884092566,0.566135792120704,0.39433245601659295,3579.0
echospot,0.7408383387628135,0.6368969232611038,0.6847463112648612,8353.0
firetv,0.18251790195384587,0.1508677207867335,0.1650509842234073,2593.0
google-home-mini,0.9052986338197077,0.8596333707444819,0.881843146085639,2673.0
insteon-hub,1.0,1.0,1.0,33.0
lightify-hub,0.9869366423468147,0.8370229007633588,0.9057107521130574,524.0
magichome-strip,0.9695083863504916,0.8368421052631578,0.898275475923852,152.0
nest-tstat,0.7977938276445508,0.8905772811918062,0.8264230092477771,2685.0
ring-doorbell,0.9654374984200315,0.9855188724913901,0.9753744199675957,72301.0
roku-tv,0.33800766414219613,0.8173033707865169,0.47708887289590834,890.0
samsungtv-wired,0.6114080753590198,0.5166130760986066,0.5596306961785855,3732.0
sengled-hub,1.0,0.3597560975609756,0.5291479820627802,164.0
smartthings-hub,0.7764845679498261,0.8738278931750741,0.8222643042357081,1685.0
sousvide,0.9907579044238479,0.9614576033637,0.9758875986301525,1427.0
t-philips-hub,0.7774647157432083,0.9899863760217983,0.8701678207542438,2936.0
t-wemo-plug,0.9631069859274264,0.9828257613579631,0.9728558787411927,4006.0
tplink-bulb,0.7621247113163973,0.9836065573770492,0.8588158750813273,671.0
tplink-plug,0.899916947775236,0.9731182795698924,0.9350829528218515,558.0
wansview-cam-wired,0.8762153639198804,0.9560416069815105,0.9143894231359718,90754.0
xiaomi-hub,1.0,0.9474703982777181,0.9730264508874005,929.0
yi-camera,0.7670667366297802,0.4828989011770563,0.5926692430092046,28121.0
accuracy,0.8549438295060302,0.8549438295060302,0.8549438295060302,0.8549438295060302
macro avg,0.7728200214012474,0.7354251389255114,0.7327219657998335,242120.0
weighted avg,0.8570221664900639,0.8549438295060302,0.8489896963304302,242120.0
