,precision,recall,f1-score,support
appletv,0.9178954942328603,0.822839969947408,0.8677371707352418,1331.0
blink-camera,0.9518032870212869,0.9752225130890052,0.963370021791981,3056.0
blink-security-hub,0.9366641845902478,0.8829530201342283,0.9090089433472396,298.0
echodot,0.12371694770748352,0.23042677824267785,0.1609917543832337,1195.0
echoplus,0.5098432475488162,0.17726566072245087,0.2630393632734571,4374.0
echospot,0.5198059495664468,0.7972137931034483,0.629289167499123,4350.0
firetv,0.6878704772462733,0.5787570621468927,0.6285152380337033,1947.0
google-home-mini,0.7208002966999588,0.9159399571122229,0.8061642302889974,1399.0
insteon-hub,0.999674058266723,0.8423373173970785,0.909031193027435,1506.0
lightify-hub,0.9214058210713811,0.9833971902937424,0.9513926297955365,783.0
magichome-strip,0.8193426027036851,0.8632786885245899,0.8372600239855388,366.0
nest-tstat,0.7969992180668425,0.9799255398361874,0.8789971345623121,1343.0
ring-doorbell,0.9974035991434284,0.9967075988943769,0.9970554748512563,44138.0
roku-tv,0.24173994063144608,0.5751698113207546,0.33686983038036705,1060.0
samsungtv-wired,0.9710516977190689,0.733743490371806,0.8338941328414687,8257.0
sengled-hub,0.9525529531022369,0.5478026905829596,0.6702640603089506,446.0
smartthings-hub,0.77883642879479,0.9448286484405081,0.8526415437276222,2597.0
sousvide,0.393879703027307,0.6602739726027393,0.4221686046088834,73.0
t-philips-hub,0.987679758283483,0.9870948522402287,0.9873845826413371,16784.0
t-wemo-plug,0.895895865324887,0.9784979069194779,0.9352951271857273,4061.0
tplink-bulb,0.9743285711071822,0.9098936708860761,0.9409305963046528,1975.0
tplink-plug,0.7840529277070243,0.7832599118942731,0.7831752803731652,681.0
wansview-cam-wired,0.9559818578161393,0.8065492286227628,0.8749299840855924,99627.0
xiaomi-hub,0.8814177849458731,0.7750865051903115,0.8246980263908367,289.0
yi-camera,0.6158734578345502,0.8928145919056685,0.7289226137119447,32566.0
accuracy,0.8565731635551083,0.8565731635551083,0.8565731635551083,0.8565731635551083
macro avg,0.7734606452063769,0.7856512148168749,0.7597210691254243,234502.0
weighted avg,0.8869600988670708,0.8565731635551083,0.8618372031095266,234502.0
