Dataset,T,CV,ML algorithm,Acc,b_Acc,Precision, Recall , F1-score, kappa ,tra-Time,test-Time,Al-Time
_IoTDevID,0,1,DT,0.686518784659845,0.664908097374832,0.729758678270712,0.664908097374832,0.683302724403226,0.656258448799373,0.167375564575195,0.015624284744263,0
_IoTDevID,1,2,DT,0.68640162461923,0.664800541193674,0.737504092399905,0.664800541193674,0.686572262022543,0.656063942945471,0.168646335601807,0.0,0
_IoTDevID,2,3,DT,0.686245411231742,0.664776050394789,0.731293091189753,0.664776050394789,0.683661664926342,0.655972367831482,0.174719333648682,0.009996175765991,0
_IoTDevID,3,4,DT,0.686128251191127,0.664746291388399,0.73157522613171,0.664746291388399,0.683739657889538,0.655845722714189,0.168514251708984,0.008594989776611,0
_IoTDevID,4,5,DT,0.68640162461923,0.664883049813192,0.722948079675332,0.664883049813192,0.680075032609473,0.656216133485386,0.170020580291748,0.005023717880249,0
_IoTDevID,5,6,DT,0.686440677966102,0.664860100207539,0.730909498117929,0.664860100207539,0.683510764143765,0.656198114377927,0.186049461364746,0.009691476821899,0
_IoTDevID,6,7,DT,0.686323517925486,0.664753885083068,0.722696979837972,0.664753885083068,0.679912374018374,0.656134851072284,0.181117534637451,0.0,0
_IoTDevID,7,8,DT,0.686245411231742,0.664799717138774,0.729283830543486,0.664799717138774,0.683026344062832,0.655961273485882,0.187323331832886,0.006764650344849,0
_IoTDevID,8,9,DT,0.686128251191127,0.664730764867887,0.73772282972801,0.664730764867887,0.686649615161536,0.655754542684569,0.187741041183472,0.007982730865479,0
_IoTDevID,9,10,DT,0.686206357884871,0.664718313911767,0.731069145659198,0.664718313911767,0.683569850711124,0.655939687431264,0.184567213058472,0.008408069610596,0
_IoTDevID,10,11,DT,0.686050144497384,0.664726279994701,0.731064219178616,0.664726279994701,0.683505672062345,0.655760741116951,0.187679767608643,0.007264852523804,0
_IoTDevID,11,12,DT,0.686440677966102,0.664879002046441,0.731114304364568,0.664879002046441,0.683653133516998,0.656196065897968,0.170473337173462,0.012470960617065,0
_IoTDevID,12,13,DT,0.686518784659845,0.664827187789229,0.722737181199708,0.664827187789229,0.67993227835495,0.656346648468487,0.191362857818604,0.008236885070801,0
_IoTDevID,13,14,DT,0.686206357884871,0.664788530987954,0.722631574619238,0.664788530987954,0.679874045920002,0.656006535588266,0.169241666793823,0.003265619277954,0
_IoTDevID,14,15,DT,0.686596891353589,0.66492225444879,0.731096115224033,0.66492225444879,0.683610439091099,0.656367044131249,0.17914867401123,0.009198427200317,0
_IoTDevID,15,16,DT,0.686206357884871,0.664786464778283,0.731057828356184,0.664786464778283,0.683546637494521,0.655930070553997,0.182154178619385,0.0,0
_IoTDevID,16,17,DT,0.686245411231742,0.66470764043073,0.731380016354677,0.66470764043073,0.683623037923068,0.655980781175387,0.182397365570068,0.006129741668701,0
_IoTDevID,17,18,DT,0.686362571272358,0.664766657958847,0.731623726510057,0.664766657958847,0.683773376021417,0.656106597025413,0.178954839706421,0.009052753448486,0
_IoTDevID,18,19,DT,0.686362571272358,0.664758132882724,0.730904952386491,0.664758132882724,0.683501618470935,0.656110074563531,0.158223152160645,0.008032083511353,0
_IoTDevID,19,20,DT,0.686635944700461,0.664933419697533,0.722962992279994,0.664933419697533,0.680117863058218,0.65647610965633,0.173402309417725,0.008614540100098,0
_IoTDevID,20,21,DT,0.686245411231742,0.664748357807766,0.731719605779282,0.664748357807766,0.683862400686259,0.655977950117294,0.17390775680542,0.0,0
_IoTDevID,21,22,DT,0.686440677966102,0.664865085176609,0.731642384172014,0.664865085176609,0.683856775173599,0.656190208363939,0.165998697280884,0.011651992797852,0
_IoTDevID,22,23,DT,0.686167304537999,0.664735418642451,0.731024388576399,0.664735418642451,0.683508860692166,0.65589071630568,0.163598299026489,0.006246328353882,0
_IoTDevID,23,24,DT,0.686245411231742,0.664761881495708,0.737670066339523,0.664761881495708,0.686614830949496,0.655890278743411,0.175922870635986,0.007493734359741,0
_IoTDevID,24,25,DT,0.685815824416152,0.664598381751547,0.722837786699708,0.664598381751547,0.679836446857506,0.655575701025293,0.1650550365448,0.007129907608032,0
